INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
15159-40-7,CASRN,DTXSID9065863,4-Morpholinecarbonyl chloride,15159-40-7,XMWFMEYDRNJSOO-UHFFFAOYSA-N,ClC(=O)N1CCOCC1,"InChI=1S/C5H8ClNO2/c6-5(8)7-1-3-9-4-2-7/h1-4H2
",DTXCID3034905
81-15-2,CASRN,DTXSID1021405,Musk Xylene,81-15-2,XMWRWTSZNLOZFN-UHFFFAOYSA-N,CC1=C(C(=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,"InChI=1S/C12H15N3O6/c1-6-9(13(16)17)7(2)11(15(20)21)8(12(3,4)5)10(6)14(18)19/h1-5H3
",DTXCID901405
19750-95-9,CASRN,DTXSID5044811,Chlordimeform hydrochloride,19750-95-9,WZFNZVJGDCKNME-UHFFFAOYSA-N,Cl.CN(C)C=NC1=CC=C(Cl)C=C1C,"InChI=1S/C10H13ClN2.ClH/c1-8-6-9(11)4-5-10(8)12-7-13(2)3;/h4-7H,1-3H3;1H
",DTXCID101285020
105996-54-1,CASRN,DTXSID60436740,"Butanoic acid,4,4'-dithiobis[2-[(trifluoroacetyl)amino]-, (R*,R*)- (9CI)",105996-54-1,YAJJPBDKGWHGFJ-UHFFFAOYSA-N,OC(=O)C(CCSSCCC(NC(=O)C(F)(F)F)C(O)=O)NC(=O)C(F)(F)F,"InChI=1S/C12H14F6N2O6S2/c13-11(14,15)9(25)19-5(7(21)22)1-3-27-28-4-2-6(8(23)24)20-10(26)12(16,17)18/h5-6H,1-4H2,(H,19,25)(H,20,26)(H,21,22)(H,23,24)
",DTXCID40387564
171599-85-2,CASRN,DTXSID001022762,"N,N'-Bis(6-chloro-4-(6-(4-vinylsulfonylphenylazo)-2,7-disulfonicacid 5-hydroxy-napht-4-ylamino)-1,3,5-triazin-2-yl)-N-(2-hydroxyethyl)-ethane-1,2-diamine, sodium salt",171599-85-2,N/A,N/A,N/A,N/A
149591-38-8,CASRN,DTXSID60933683,"N~1~,N~3~-Dihexadecyl-N~1~,N~3~-bis(2-hydroxyethyl)propanediamide",149591-38-8,RHIIHYCQYFKTHL-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCN(CCO)C(=O)CC(=O)N(CCO)CCCCCCCCCCCCCCCC,"InChI=1S/C39H78N2O4/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-40(33-35-42)38(44)37-39(45)41(34-36-43)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h42-43H,3-37H2,1-2H3
",DTXCID201362340
64440-88-6,CASRN,DTXSID101027565,Bisdimethyldithiocarbamoyl zinc ethylenebis(dithiocarbamate),64440-88-6,JXIDLJPWUUDZFH-UHFFFAOYSA-J,[Zn++].[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S.[S-]C(=S)NCCNC([S-])=S,"InChI=1S/C4H8N2S4.2C3H7NS2.2Zn/c7-3(8)5-1-2-6-4(9)10;2*1-4(2)3(5)6;;/h1-2H2,(H2,5,7,8)(H2,6,9,10);2*1-2H3,(H,5,6);;/q;;;2*+2/p-4
",DTXCID001365279
66710-66-5,CASRN,DTXSID00338870,"N,N'-Bis(vinylsulfonylacetyl)ethylenediamine",66710-66-5,QWZOJDWOQYTACD-UHFFFAOYSA-N,C=CS(=O)(=O)CC(=O)NCCNC(=O)CS(=O)(=O)C=C,"InChI=1S/C10H16N2O6S2/c1-3-19(15,16)7-9(13)11-5-6-12-10(14)8-20(17,18)4-2/h3-4H,1-2,5-8H2,(H,11,13)(H,12,14)
",DTXCID80289952
17339-60-5,CASRN,DTXSID40884967,"Ethanamine, 2,2'-dithiobis[N,N-dimethyl-, hydrochloride (1:2)",17339-60-5,OJNVDODUOWHJPK-UHFFFAOYSA-N,Cl.Cl.CN(C)CCSSCCN(C)C,"InChI=1S/C8H20N2S2.2ClH/c1-9(2)5-7-11-12-8-6-10(3)4;;/h5-8H2,1-4H3;2*1H
",DTXCID701024383
110-18-9,CASRN,DTXSID5026122,"N,N,N',N'-Tetramethylethylenediamine",110-18-9,KWYHDKDOAIKMQN-UHFFFAOYSA-N,CN(C)CCN(C)C,"InChI=1S/C6H16N2/c1-7(2)5-6-8(3)4/h5-6H2,1-4H3
",DTXCID206122
168612-06-4,CASRN,DTXSID00937509,"N-Butyl-2-(2-butyl-5-sulfanylidene-2,5-dihydro-1H-tetrazol-1-yl)ethanimidic acid",168612-06-4,WUZXYLARULJIJQ-UHFFFAOYSA-N,CCCCN=C(O)CN1N(CCCC)N=NC1=S,"InChI=1S/C11H21N5OS/c1-3-5-7-12-10(17)9-15-11(18)13-14-16(15)8-6-4-2/h3-9H2,1-2H3,(H,12,17)
",DTXCID801366071
118612-00-3,CASRN,DTXSID101026412,"N,N-Dimethylanilinium tetrakis(pentafluorophenyl)borate",118612-00-3,BRHZQNMGSKUUMN-UHFFFAOYSA-O,C[NH+](C)C1=CC=CC=C1.FC1=C(F)C(F)=C(C(F)=C1F)[B-](C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,"InChI=1S/C24BF20.C8H11N/c26-5-1(6(27)14(35)21(42)13(5)34)25(2-7(28)15(36)22(43)16(37)8(2)29,3-9(30)17(38)23(44)18(39)10(3)31)4-11(32)19(40)24(45)20(41)12(4)33;1-9(2)8-6-4-3-5-7-8/h;3-7H,1-2H3/q-1;/p+1
",DTXCID301510619
5625-90-1,CASRN,DTXSID8052859,"4,4-Methylenedimorpholine",5625-90-1,MIFZZKZNMWTHJK-UHFFFAOYSA-N,C(N1CCOCC1)N1CCOCC1,"InChI=1S/C9H18N2O2/c1-5-12-6-2-10(1)9-11-3-7-13-8-4-11/h1-9H2
",DTXCID9031270
52870-46-9,CASRN,DTXSID00886023,"Benzenamine, N-[4-[(1,3-dimethylbutyl)imino]-2,5-cyclohexadien-1-ylidene]-",52870-46-9,LTVAIOLMQDKZTP-ZZSQLFNXSA-N,CC(C)CC(C)N=C1C=CC(C=C1)=NC1=CC=CC=C1,"InChI=1/C18H22N2/c1-14(2)13-15(3)19-17-9-11-18(12-10-17)20-16-7-5-4-6-8-16/h4-12,14-15H,13H2,1-3H3/b19-17-,20-18?
",DTXCID501025373
171887-03-9,CASRN,DTXSID30436651,"N-(2-Amino-4,6-dichloropyrimidin-5-yl)formamide",171887-03-9,XYWHZUCZNRMJGO-UHFFFAOYSA-N,NC1=NC(Cl)=C(NC=O)C(Cl)=N1,"InChI=1S/C5H4Cl2N4O/c6-3-2(9-1-12)4(7)11-5(8)10-3/h1H,(H,9,12)(H2,8,10,11)
",DTXCID10387475
111-40-0,CASRN,DTXSID2025050,Diethylenetriamine,111-40-0,RPNUMPOLZDHAAY-UHFFFAOYSA-N,NCCNCCN,"InChI=1S/C4H13N3/c5-1-3-7-4-2-6/h7H,1-6H2
",DTXCID005050
119168-77-3,CASRN,DTXSID0034223,Tebufenpyrad,119168-77-3,ZZYSLNWGKKDOML-UHFFFAOYSA-N,CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl,"InChI=1S/C18H24ClN3O/c1-6-14-15(19)16(22(5)21-14)17(23)20-11-12-7-9-13(10-8-12)18(2,3)4/h7-10H,6,11H2,1-5H3,(H,20,23)
",DTXCID8014223
1852-16-0,CASRN,DTXSID9027443,N-(Butoxymethyl)acrylamide,1852-16-0,UTSYWKJYFPPRAP-UHFFFAOYSA-N,CCCCOCNC(=O)C=C,"InChI=1S/C8H15NO2/c1-3-5-6-11-7-9-8(10)4-2/h4H,2-3,5-7H2,1H3,(H,9,10)
",DTXCID907443
135-88-6,CASRN,DTXSID4021131,N-Phenyl-2-naphthylamine,135-88-6,KEQFTVQCIQJIQW-UHFFFAOYSA-N,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,"InChI=1S/C16H13N/c1-2-8-15(9-3-1)17-16-11-10-13-6-4-5-7-14(13)12-16/h1-12,17H
",DTXCID601131
170292-97-4,CASRN,DTXSID50598624,4-{[(1H-Benzotriazol-1-yl)methyl]sulfamoyl}benzoic acid,170292-97-4,RLUGGKWDBJPDKF-UHFFFAOYSA-N,OC(=O)C1=CC=C(C=C1)S(=O)(=O)NCN1N=NC2=CC=CC=C12,"InChI=1S/C14H12N4O4S/c19-14(20)10-5-7-11(8-6-10)23(21,22)15-9-18-13-4-2-1-3-12(13)16-17-18/h1-8,15H,9H2,(H,19,20)
",DTXCID00549383
84793-24-8,CASRN,DTXSID10432893,"Ethyl (2S)-2-[(4S)-4-methyl-2,5-dioxo-1,3-oxazolidin-3-yl]-4-phenylbutanoate",84793-24-8,GFZFELCFSBCPDB-AAEUAGOBSA-N,CCOC(=O)[C@H](CCC1=CC=CC=C1)N1[C@@H](C)C(=O)OC1=O,"InChI=1S/C16H19NO5/c1-3-21-15(19)13(10-9-12-7-5-4-6-8-12)17-11(2)14(18)22-16(17)20/h4-8,11,13H,3,9-10H2,1-2H3/t11-,13-/m0/s1
",DTXCID20383721
82558-50-7,CASRN,DTXSID8024159,Isoxaben,82558-50-7,PMHURSZHKKJGBM-UHFFFAOYSA-N,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,"InChI=1S/C18H24N2O4/c1-6-18(3,7-2)14-11-15(24-20-14)19-17(21)16-12(22-4)9-8-10-13(16)23-5/h8-11H,6-7H2,1-5H3,(H,19,21)
",DTXCID704159
129558-76-5,CASRN,DTXSID6057952,Tolfenpyrad,129558-76-5,WPALTCMYPARVNV-UHFFFAOYSA-N,CCC1=NN(C)C(C(=O)NCC2=CC=C(OC3=CC=C(C)C=C3)C=C2)=C1Cl,"InChI=1S/C21H22ClN3O2/c1-4-18-19(22)20(25(3)24-18)21(26)23-13-15-7-11-17(12-8-15)27-16-9-5-14(2)6-10-16/h5-12H,4,13H2,1-3H3,(H,23,26)
",DTXCID4031720
208535-04-0,CASRN,DTXSID001335002,Creatine pyruvate,208535-04-0,DLNGCCQFGNSBOP-UHFFFAOYSA-N,CC(=O)C(O)=O.CN(CC(O)=O)C(N)=N,"InChI=1S/C4H9N3O2.C3H4O3/c1-7(4(5)6)2-3(8)9;1-2(4)3(5)6/h2H2,1H3,(H3,5,6)(H,8,9);1H3,(H,5,6)
",DTXCID801764657
23184-66-9,CASRN,DTXSID3034402,Butachlor,23184-66-9,HKPHPIREJKHECO-UHFFFAOYSA-N,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3
",DTXCID1014402
85-68-7,CASRN,DTXSID3020205,Benzyl butyl phthalate,85-68-7,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3
",DTXCID70205
104958-67-0,CASRN,DTXSID3073769,"Benzamide, N-butyl-2-(4-morpholinylcarbonyl)-",104958-67-0,WJWAPPPIOYFZEF-UHFFFAOYSA-N,CCCCNC(=O)C1=C(C=CC=C1)C(=O)N1CCOCC1,"InChI=1S/C16H22N2O3/c1-2-3-8-17-15(19)13-6-4-5-7-14(13)16(20)18-9-11-21-12-10-18/h4-7H,2-3,8-12H2,1H3,(H,17,19)
",DTXCID9032907
95-33-0,CASRN,DTXSID5020360,N-Cyclohexyl-2-benzothiazolesulfenamide,95-33-0,DEQZTKGFXNUBJL-UHFFFAOYSA-N,C1CCC(CC1)NSC1=NC2=C(S1)C=CC=C2,"InChI=1S/C13H16N2S2/c1-2-6-10(7-3-1)15-17-13-14-11-8-4-5-9-12(11)16-13/h4-5,8-10,15H,1-3,6-7H2
",DTXCID50360
149118-66-1,CASRN,DTXSID50432019,"N-Cyclohexyl-1,1-dioxo-1H-1-benzothiophene-2-carboxamide",149118-66-1,VOZSTWKINVCUQY-UHFFFAOYSA-N,O=C(NC1CCCCC1)C1=CC2=CC=CC=C2S1(=O)=O,"InChI=1S/C15H17NO3S/c17-15(16-12-7-2-1-3-8-12)14-10-11-6-4-5-9-13(11)20(14,18)19/h4-6,9-10,12H,1-3,7-8H2,(H,16,17)
",DTXCID10382849
156679-41-3,CASRN,DTXSID80166113,Dimethylpabamidopropyl laurdimonium tosylate,156679-41-3,RLPAVRZVJNPKLX-UHFFFAOYSA-O,CC1=CC=C(C=C1)S(O)(=O)=O.CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)N(C)C,"InChI=1S/C26H47N3O.C7H8O3S/c1-6-7-8-9-10-11-12-13-14-15-22-29(4,5)23-16-21-27-26(30)24-17-19-25(20-18-24)28(2)3;1-6-2-4-7(5-3-6)11(8,9)10/h17-20H,6-16,21-23H2,1-5H3;2-5H,1H3,(H,8,9,10)/p+1
",DTXCID2088604
227085-51-0,CASRN,DTXSID10889141,"1-Propanamine, N-ethyl-2-methyl-3-(trimethoxysilyl)-",227085-51-0,FRDNYWXDODPUJV-UHFFFAOYSA-N,CCNCC(C)C[Si](OC)(OC)OC,"InChI=1/C9H23NO3Si/c1-6-10-7-9(2)8-14(11-3,12-4)13-5/h9-10H,6-8H2,1-5H3
",DTXCID201028409
103-69-5,CASRN,DTXSID1025271,N-Ethylaniline,103-69-5,OJGMBLNIHDZDGS-UHFFFAOYSA-N,CCNC1=CC=CC=C1,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3
",DTXCID405271
101-72-4,CASRN,DTXSID1025485,N-Isopropyl-N'-phenyl-p-phenylenediamine,101-72-4,OUBMGJOQLXMSNT-UHFFFAOYSA-N,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,"InChI=1S/C15H18N2/c1-12(2)16-14-8-10-15(11-9-14)17-13-6-4-3-5-7-13/h3-12,16-17H,1-2H3
",DTXCID705485
479-45-8,CASRN,DTXSID7047770,Trinitrophenylmethylnitramine,479-45-8,AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H5N5O8/c1-8(12(19)20)7-5(10(15)16)2-4(9(13)14)3-6(7)11(17)18/h2-3H,1H3
",DTXCID2027751
144-54-7,CASRN,DTXSID5043970,Metam,144-54-7,HYVVJDQGXFXBRZ-UHFFFAOYSA-N,CNC(S)=S,"InChI=1S/C2H5NS2/c1-3-2(4)5/h1H3,(H2,3,4,5)
",DTXCID3023970
924-42-5,CASRN,DTXSID3020885,N-Methylolacrylamide,924-42-5,CNCOEDDPFOAUMB-UHFFFAOYSA-N,OCNC(=O)C=C,"InChI=1S/C4H7NO2/c1-2-4(7)5-3-6/h2,6H,1,3H2,(H,5,7)
",DTXCID90885
86-30-6,CASRN,DTXSID6021030,N-Nitrosodiphenylamine,86-30-6,UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H
",DTXCID001030
111-84-2,CASRN,DTXSID9025796,Nonane,111-84-2,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3
",DTXCID005796
111-65-9,CASRN,DTXSID0026882,Octane,111-65-9,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3
",DTXCID406882
109-66-0,CASRN,DTXSID2025846,Pentane,109-66-0,OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3
",DTXCID705846
628-63-7,CASRN,DTXSID1027263,Pentyl acetate,628-63-7,PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3
",DTXCID107263
2051-79-8,CASRN,DTXSID1038799,2-Amino-5-(diethylamino)toluene monohydrochloride,2051-79-8,MPLZNPZPPXERDA-UHFFFAOYSA-N,Cl.CCN(CC)C1=CC=C(N)C(C)=C1,"InChI=1S/C11H18N2.ClH/c1-4-13(5-2)10-6-7-11(12)9(3)8-10;/h6-8H,4-5,12H2,1-3H3;1H
",DTXCID9018799
300-76-5,CASRN,DTXSID1024209,Naled,300-76-5,BUYMVQAILCEWRR-UHFFFAOYSA-N,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,"InChI=1/C4H7Br2Cl2O4P/c1-10-13(9,11-2)12-3(5)4(6,7)8/h3H,1-2H3
",DTXCID404209
91-20-3,CASRN,DTXSID8020913,Naphthalene,91-20-3,UFWIBTONFRDIAS-UHFFFAOYSA-N,C1=CC2=CC=CC=C2C=C1,"InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H
",DTXCID00913
13463-39-3,CASRN,DTXSID0024212,Nickel carbonyl,13463-39-3,AWDHUGLHGCVIEG-UHFFFAOYSA-N,[Ni].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],"InChI=1S/4CO.Ni/c4*1-2;
",DTXCID904212
13138-45-9,CASRN,DTXSID70872958,Nickel bis(nitrate),13138-45-9,KBJMLQFLOWQJNF-UHFFFAOYSA-N,[Ni++].[O-]N(=O)=O.[O-]N(=O)=O,"InChI=1S/2NO3.Ni/c2*2-1(3)4;/q2*-1;+2
",DTXCID60820483
65-30-5,CASRN,DTXSID8021725,Nicotine sulfate (2:1),65-30-5,IECQULMJVNSKDB-RCWTXCDDSA-N,OS(O)(=O)=O.CN1CCC[C@H]1C1=CN=CC=C1.CN1CCC[C@H]1C1=CN=CC=C1,"InChI=1S/2C10H14N2.H2O4S/c2*1-12-7-3-5-10(12)9-4-2-6-11-8-9;1-5(2,3)4/h2*2,4,6,8,10H,3,5,7H2,1H3;(H2,1,2,3,4)/t2*10-;/m00./s1
",DTXCID101725
7697-37-2,CASRN,DTXSID5029685,Nitric acid,7697-37-2,GRYLNZFGIOXLOG-UHFFFAOYSA-N,O[N+]([O-])=O,"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)
",DTXCID509685
14216-75-2,CASRN,DTXSID101015049,Nickel salt of nitric acid,14216-75-2,N/A,N/A,N/A,N/A
98-95-3,CASRN,DTXSID3020964,Nitrobenzene,98-95-3,LQNUZADURLCDLV-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=CC=C1,"InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H
",DTXCID30964
10102-44-0,CASRN,DTXSID7020974,Nitrogen dioxide,10102-44-0,JCXJVPUVTGWSNB-UHFFFAOYSA-N,[O]N=O,"InChI=1S/NO2/c2-1-3
",DTXCID50974
55-63-0,CASRN,DTXSID1021407,Trinitroglycerin,55-63-0,SNIOPGDIGTZGOP-UHFFFAOYSA-N,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,"InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2
",DTXCID701407
556-88-7,CASRN,DTXSID4024222,Nitroguanidine,556-88-7,IDCPFAYURAQKDZ-UHFFFAOYSA-N,NC(=N)N[N+]([O-])=O,"InChI=1S/CH4N4O2/c2-1(3)4-5(6)7/h(H4,2,3,4)
",DTXCID204222
112-05-0,CASRN,DTXSID3021641,Nonanoic acid,112-05-0,FBUKVWPVBMHYJY-UHFFFAOYSA-N,CCCCCCCCC(O)=O,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)
",DTXCID901641
25154-52-3,CASRN,DTXSID3021857,n-Nonylphenol,25154-52-3,N/A,"CCCCCCCCCC1=CC=CC=C1.O* |c:11,13,t:9,lp:15:2,m:16:13.14.12|",N/A,DTXCID301285171
298-06-6,CASRN,DTXSID6027133,Diethyl dithiophosphoric acid,298-06-6,IRDLUHRVLVEUHA-UHFFFAOYSA-N,CCOP(S)(=S)OCC,"InChI=1S/C4H11O2PS2/c1-3-5-7(8,9)6-4-2/h3-4H2,1-2H3,(H,8,9)
",DTXCID007133
18854-01-8,CASRN,DTXSID0042080,Isoxathion,18854-01-8,SDMSCIWHRZJSRN-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,"InChI=1S/C13H16NO4PS/c1-3-15-19(20,16-4-2)18-13-10-12(17-14-13)11-8-6-5-7-9-11/h5-10H,3-4H2,1-2H3
",DTXCID8022080
2310-17-0,CASRN,DTXSID1024259,Phosalone,2310-17-0,IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,"InChI=1S/C12H15ClNO4PS2/c1-3-16-19(20,17-4-2)21-8-14-10-6-5-9(13)7-11(10)18-12(14)15/h5-7H,3-4,8H2,1-2H3
",DTXCID904259
732-11-6,CASRN,DTXSID5024261,Phosmet,732-11-6,LMNZTLDVJIUSHT-UHFFFAOYSA-N,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,"InChI=1S/C11H12NO4PS2/c1-15-17(18,16-2)19-7-12-10(13)8-5-3-4-6-9(8)11(12)14/h3-6H,7H2,1-2H3
",DTXCID004261
60-51-5,CASRN,DTXSID7020479,Dimethoate,60-51-5,MCWXGJITAZMZEV-UHFFFAOYSA-N,CNC(=O)CSP(=S)(OC)OC,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)
",DTXCID50479
86-50-0,CASRN,DTXSID3020122,Azinphos-methyl,86-50-0,CJJOSEISRRTUQB-UHFFFAOYSA-N,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,"InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3
",DTXCID10122
5873-54-1,CASRN,DTXSID9027607,1-Isocyanato-2-(4-isocyanatobenzyl)benzene,5873-54-1,LFSYUSUFCBOHGU-UHFFFAOYSA-N,O=C=NC1=CC=C(CC2=CC=CC=C2N=C=O)C=C1,"InChI=1S/C15H10N2O2/c18-10-16-14-7-5-12(6-8-14)9-13-3-1-2-4-15(13)17-11-19/h1-8H,9H2
",DTXCID707607
97-17-6,CASRN,DTXSID8040274,Dichlofenthion,97-17-6,WGOWCPGHOCIHBW-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,"InChI=1S/C10H13Cl2O3PS/c1-3-13-16(17,14-4-2)15-10-6-5-8(11)7-9(10)12/h5-7H,3-4H2,1-2H3
",DTXCID6020274
34643-46-4,CASRN,DTXSID8042349,Prothiofos,34643-46-4,FITIWKDOCAUBQD-UHFFFAOYSA-N,CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1,"InChI=1/C11H15Cl2O2PS2/c1-3-7-18-16(17,14-4-2)15-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3
",DTXCID6022349
21609-90-5,CASRN,DTXSID3040279,Leptophos,21609-90-5,CVRALZAYCYJELZ-UHFFFAOYSA-N,COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)C1=CC=CC=C1,"InChI=1/C13H10BrCl2O2PS/c1-17-19(20,9-5-3-2-4-6-9)18-13-8-11(15)10(14)7-12(13)16/h2-8H,1H3
",DTXCID1020279
41198-08-7,CASRN,DTXSID3032464,Profenofos,41198-08-7,QYMMJNLHFKGANY-UHFFFAOYSA-N,CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,"InChI=1/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3
",DTXCID1012464
2039-87-4,CASRN,DTXSID3024811,2-Chlorostyrene,2039-87-4,ISRGONDNXBCDBM-UHFFFAOYSA-N,ClC1=CC=CC=C1C=C,"InChI=1S/C8H7Cl/c1-2-7-5-3-4-6-8(7)9/h2-6H,1H2
",DTXCID704811
95-49-8,CASRN,DTXSID8023977,2-Chlorotoluene,95-49-8,IBSQPLPBRSHTTG-UHFFFAOYSA-N,CC1=C(Cl)C=CC=C1,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3
",DTXCID003977
25311-71-1,CASRN,DTXSID8032417,Isofenphos,25311-71-1,HOQADATXFBOEGG-UHFFFAOYSA-N,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,"InChI=1/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)
",DTXCID6012417
2104-64-5,CASRN,DTXSID7022174,EPN,2104-64-5,AIGRXSNSLVJMEA-UHFFFAOYSA-N,CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,"InChI=1/C14H14NO4PS/c1-2-18-20(21,14-6-4-3-5-7-14)19-13-10-8-12(9-11-13)15(16)17/h3-11H,2H2,1H3
",DTXCID102174
17109-49-8,CASRN,DTXSID7041910,Edifenphos,17109-49-8,AWZOLILCOUMRDG-UHFFFAOYSA-N,CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,"InChI=1S/C14H15O2PS2/c1-2-16-17(15,18-13-9-5-3-6-10-13)19-14-11-7-4-8-12-14/h3-12H,2H2,1H3
",DTXCID5021910
615-28-1,CASRN,DTXSID3021140,"1,2-Phenylenediamine dihydrochloride",615-28-1,RIIWUGSYXOBDMC-UHFFFAOYSA-N,Cl.Cl.NC1=C(N)C=CC=C1,"InChI=1S/C6H8N2.2ClH/c7-5-3-1-2-4-6(5)8;;/h1-4H,7-8H2;2*1H
",DTXCID501140
2234-13-1,CASRN,DTXSID6025800,"1,2,3,4,5,6,7,8-Octachloronaphthalene",2234-13-1,RTNLUFLDZOAXIC-UHFFFAOYSA-N,ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,"InChI=1S/C10Cl8/c11-3-1-2(5(13)9(17)7(3)15)6(14)10(18)8(16)4(1)12
",DTXCID105800
148878-21-1,CASRN,DTXSID701020600,148878-21-1 (name too long),148878-21-1,N/A,N/A,N/A,N/A
301-02-0,CASRN,DTXSID6027137,(9Z)-Octadec-9-enamide,301-02-0,FATBGEAMYMYZAF-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCC(N)=O,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-
",DTXCID607137
110-25-8,CASRN,DTXSID5042243,Oleyl sarcosine,110-25-8,DIOYAVUHUXAUPX-KHPPLWFESA-N,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O,"InChI=1S/C21H39NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(23)22(2)19-21(24)25/h10-11H,3-9,12-19H2,1-2H3,(H,24,25)/b11-10-
",DTXCID3022243
