INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
94-04-2,CASRN,DTXSID4052633,Ethenyl 2-ethylhexanoate,94-04-2,IGBZOHMCHDADGY-UHFFFAOYSA-N,CCCCC(CC)C(=O)OC=C,"InChI=1/C10H18O2/c1-4-7-8-9(5-2)10(11)12-6-3/h6,9H,3-5,7-8H2,1-2H3
",DTXCID1031206
2156595-37-6,CASRN,DTXSID501069379,"Fatty acids, C8-16, tetraesters with pentaerythritol",2156595-37-6,N/A,N/A,N/A,N/A
2781-00-2,CASRN,DTXSID60881110,"1,4-Bis(1-tert-butyldioxy-1-methylethyl)benzene",2781-00-2,GWQOYRSARAWVTC-UHFFFAOYSA-N,CC(C)(C)OOC(C)(C)C1=CC=C(C=C1)C(C)(C)OOC(C)(C)C,"InChI=1S/C20H34O4/c1-17(2,3)21-23-19(7,8)15-11-13-16(14-12-15)20(9,10)24-22-18(4,5)6/h11-14H,1-10H3
",DTXCID304611
55258-21-4,CASRN,DTXSID00203771,Distearyl lauroyl glutamate,55258-21-4,ATCSZWDSMPHYLD-DPDRHGIRSA-N,CCCCCCCCCCCCCCCCCCOC(=O)CC[C@H](NC(=O)CCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCCCC,"InChI=1S/C53H103NO5/c1-4-7-10-13-16-19-21-23-25-27-29-31-34-37-40-43-48-58-52(56)47-46-50(54-51(55)45-42-39-36-33-18-15-12-9-6-3)53(57)59-49-44-41-38-35-32-30-28-26-24-22-20-17-14-11-8-5-2/h50H,4-49H2,1-3H3,(H,54,55)/t50-/m0/s1
",DTXCID30126262
740817-98-5,CASRN,DTXSID00894608,"D-Glucopyranose, oligomeric, decyl octyl glycosides, phosphinicobis[oxy(2-hydroxy-3,1-propanediyl)] ethers, sodium salts",740817-98-5,N/A,N/A,N/A,N/A
8013-75-0,CASRN,DTXSID6027688,Fusel oil,8013-75-0,N/A,N/A,N/A,N/A
91052-28-7,CASRN,DTXSID701018322,"Glycerides, C14-18 and C16-18-unsatd. mono-, di- and tri-",91052-28-7,N/A,N/A,N/A,N/A
67762-63-4,CASRN,DTXSID7095868,"Fatty acids, tall-oil, Bu esters",67762-63-4,N/A,N/A,N/A,N/A
649747-80-8,CASRN,DTXSID40894460,"Fatty acids, C8-10, 2-ethylhexyl esters",649747-80-8,N/A,N/A,N/A,N/A
68258-72-0,CASRN,DTXSID40987785,"2,2-Bis(hydroxymethyl)propane-1,3-diyl didocosanoate",68258-72-0,WIWNPEDDOAMGGM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,"InChI=1S/C49H96O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-47(52)54-45-49(43-50,44-51)46-55-48(53)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h50-51H,3-46H2,1-2H3
",DTXCID701414940
64741-82-8,CASRN,DTXSID5028166,"Distillates, petroleum, light thermal cracked",64741-82-8,N/A,N/A,N/A,N/A
123989-31-1,CASRN,DTXSID701010223,1-(4-chloro-phenyl)-2-methyl-but-3-en-1-ol,123989-31-1,UUZUQJOJASRJBK-UHFFFAOYSA-N,CC(C=C)C(O)C1=CC=C(Cl)C=C1,"InChI=1/C11H13ClO/c1-3-8(2)11(13)9-4-6-10(12)7-5-9/h3-8,11,13H,1H2,2H3
",DTXCID401436632
84144-98-9,CASRN,DTXSID401067601,"Slags, ferrovanadium-manufg., aluminothermic",84144-98-9,N/A,N/A,N/A,N/A
7681-11-0,CASRN,DTXSID7034836,Potassium iodide,7681-11-0,NLKNQRATVPKPDG-UHFFFAOYSA-M,[K+].[I-],"InChI=1S/HI.K/h1H;/q;+1/p-1
",DTXCID5014836
130-26-7,CASRN,DTXSID7022837,Clioquinol,130-26-7,QCDFBFJGMNKBDO-UHFFFAOYSA-N,OC1=C2N=CC=CC2=C(Cl)C=C1I,"InChI=1S/C9H5ClINO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H
",DTXCID502837
26159-31-9,CASRN,DTXSID70860274,2-(6-Methoxynaphthalen-2-yl)propanoic acid,26159-31-9,CMWTZPSULFXXJA-UHFFFAOYSA-N,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,"InChI=1/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)
",DTXCID80197068
1456887-14-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8007-43-0,CASRN,DTXSID6027682,Sorbitan sesquioleate,8007-43-0,N/A,N/A,N/A,N/A
68516-75-6,CASRN,DTXSID201015066,"N,N'-Naphthalene-1,5-diylbis(4-((2,3-dichlorophenyl)azo)-3-hydroxynaphthalene-2-carboxamide)",68516-75-6,JFWLZGFQYNTGAI-NQOGYPPHSA-N,OC1=C(C=C2C=CC=CC2=C1\N=N\C1=CC=CC(Cl)=C1Cl)C(=O)NC1=CC=CC2=C(NC(=O)C3=C(O)C(\N=N\C4=CC=CC(Cl)=C4Cl)=C4C=CC=CC4=C3)C=CC=C12,"InChI=1S/C44H26Cl4N6O4/c45-31-15-7-19-35(37(31)47)51-53-39-25-11-3-1-9-23(25)21-29(41(39)55)43(57)49-33-17-5-14-28-27(33)13-6-18-34(28)50-44(58)30-22-24-10-2-4-12-26(24)40(42(30)56)54-52-36-20-8-16-32(46)38(36)48/h1-22,55-56H,(H,49,57)(H,50,58)/b53-51+,54-52+
",DTXCID101473390
68783-65-3,CASRN,DTXSID7028805,"Gases, petroleum, C2-4, sweetened",68783-65-3,N/A,N/A,N/A,N/A
35453-19-1,CASRN,DTXSID10188969,"5-Amino-2,4,6-triiodoisophthalic acid",35453-19-1,JEZJSNULLBSYHV-UHFFFAOYSA-N,NC1=C(I)C(C(O)=O)=C(I)C(C(O)=O)=C1I,"InChI=1S/C8H4I3NO4/c9-3-1(7(13)14)4(10)6(12)5(11)2(3)8(15)16/h12H2,(H,13,14)(H,15,16)
",DTXCID20111460
68604-44-4,CASRN,DTXSID80100077,"Fatty acids, C16-18 and C18-unsatd., tetraesters with pentaerythritol",68604-44-4,N/A,N/A,N/A,N/A
75-08-1,CASRN,DTXSID9026394,Ethanethiol,75-08-1,DNJIEGIFACGWOD-UHFFFAOYSA-N,CCS,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3
",DTXCID506394
61-90-5,CASRN,DTXSID9023203,L-Leucine,61-90-5,ROHFNLRQFUQHCH-YFKPBYRVSA-N,CC(C)C[C@H](N)C(O)=O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1
",DTXCID903203
04-01-3081,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13674-84-5,CASRN,DTXSID5026259,Tris(2-chloroisopropyl)phosphate,13674-84-5,KVMPUXDNESXNOH-UHFFFAOYSA-N,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"InChI=1/C9H18Cl3O4P/c1-7(4-10)14-17(13,15-8(2)5-11)16-9(3)6-12/h7-9H,4-6H2,1-3H3
",DTXCID106259
12055-23-1,CASRN,DTXSID70893204,Hafnium oxide (HfO2),12055-23-1,CJNBYAVZURUTKZ-UHFFFAOYSA-N,O=[Hf]=O,"InChI=1S/Hf.2O
",DTXCID40113209
70851-04-6,CASRN,DTXSID60894588,"Decanoic acid, mixed esters with dipentaerythritol, heptanoic acid and octanoic acid",70851-04-6,N/A,N/A,N/A,N/A
947-42-2,CASRN,DTXSID3061340,Diphenylsilanediol,947-42-2,OLLFKUHHDPMQFR-UHFFFAOYSA-N,O[Si](O)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C12H12O2Si/c13-15(14,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H
",DTXCID9048936
17639-93-9,CASRN,DTXSID60864786,"Propanoic acid, 2-chloro-, methyl ester",17639-93-9,JLEJCNOTNLZCHQ-UHFFFAOYSA-N,COC(=O)C(C)Cl,"InChI=1/C4H7ClO2/c1-3(5)4(6)7-2/h3H,1-2H3
",DTXCID10813264
13863-31-5,CASRN,DTXSID2027757,"Disodium 4,4'-bis-(2-sulfostyryl)biphenyl",13863-31-5,VVYVUOFMPAXVCH-UHFFFAOYSA-L,[Na+].[Na+].CN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=CC=C5)=NC(=N4)N(C)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=CC=C2)=N1,"InChI=1S/C38H40N12O8S2.2Na/c1-49(19-21-51)37-45-33(39-27-9-5-3-6-10-27)43-35(47-37)41-29-17-15-25(31(23-29)59(53,54)55)13-14-26-16-18-30(24-32(26)60(56,57)58)42-36-44-34(40-28-11-7-4-8-12-28)46-38(48-36)50(2)20-22-52;;/h3-18,23-24,51-52H,19-22H2,1-2H3,(H,53,54,55)(H,56,57,58)(H2,39,41,43,45,47)(H2,40,42,44,46,48);;/q;2*+1/p-2
",DTXCID501031089
2783-94-0,CASRN,DTXSID6021456,FD&C Yellow 6,2783-94-0,OIQPTROHQCGFEF-UHFFFAOYSA-L,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,"InChI=1S/C16H12N2O7S2.2Na/c19-15-8-1-10-9-13(27(23,24)25)6-7-14(10)16(15)18-17-11-2-4-12(5-3-11)26(20,21)22;;/h1-9,19H,(H,20,21,22)(H,23,24,25);;/q;2*+1/p-2
",DTXCID101131536
128-03-0,CASRN,DTXSID7034834,Potassium dimethyldithiocarbamate,128-03-0,TVPFLPJBESCUKI-UHFFFAOYSA-M,[K+].CN(C)C([S-])=S,"InChI=1S/C3H7NS2.K/c1-4(2)3(5)6;/h1-2H3,(H,5,6);/q;+1/p-1
",DTXCID5014834
68391-30-0,CASRN,DTXSID10879784,C.I. Basic Red 76,68391-30-0,HSWXSHNPRUMJKI-UHFFFAOYSA-N,[Cl-].COC1=CC=CC=C1N=NC1=C(O)C=CC2=CC=C(C=C12)[N+](C)(C)C,"InChI=1S/C20H21N3O2.ClH/c1-23(2,3)15-11-9-14-10-12-18(24)20(16(14)13-15)22-21-17-7-5-6-8-19(17)25-4;/h5-13H,1-4H3;1H
",DTXCID101017790
1317-61-9,CASRN,DTXSID5029639,Iron oxide (Fe3O4),1317-61-9,N/A,N/A,N/A,N/A
15373-31-6,CASRN,DTXSID60864589,"3-Cyclopentene-1-acetonitrile, 2,2,3-trimethyl-",15373-31-6,YYJOTFQPYNOYAB-UHFFFAOYSA-N,CC1=CCC(CC#N)C1(C)C,"InChI=1/C10H15N/c1-8-4-5-9(6-7-11)10(8,2)3/h4,9H,5-6H2,1-3H3
",DTXCID30813089
38888-98-1,CASRN,DTXSID501014512,Diphenylethane,38888-98-1,N/A,N/A,N/A,N/A
26942-95-0,CASRN,DTXSID70894690,"Isooctadecanoic acid, 1,1',1''-(1,2,3-propanetriyl) ester",26942-95-0,N/A,N/A,N/A,N/A
64741-86-2,CASRN,DTXSID9028170,"Distillates, petroleum, sweetened middle",64741-86-2,N/A,N/A,N/A,N/A
94158-80-2,CASRN,DTXSID101013817,"1,3,6-Naphthalenetrisulfonic acid, 7-[2-[2-[(aminocarbonyl)amino]-4-[[4-chloro-6-[[4-(ethenylsulfonyl)phenyl]amino]-1,3,5-triazin-2-yl]amino]phenyl]diazenyl]-, sodium salt (1:?)",94158-80-2,N/A,N/A,N/A,N/A
764667-65-4,CASRN,DTXSID50432418,"1-[3-(Trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl]-4-(2,4,5-trifluorophenyl)butane-1,3-dione",764667-65-4,QAEDTLFWHIEVPK-UHFFFAOYSA-N,FC1=CC(F)=C(F)C=C1CC(=O)CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F,"InChI=1S/C16H12F6N4O2/c17-10-6-12(19)11(18)4-8(10)3-9(27)5-14(28)25-1-2-26-13(7-25)23-24-15(26)16(20,21)22/h4,6H,1-3,5,7H2
",DTXCID20383246
160583-22-2,CASRN,DTXSID601296393,2-Phenylethyl 2-cyano-2-propenoate,160583-22-2,LTYWEEUBKYARKZ-UHFFFAOYSA-N,C=C(C#N)C(=O)OCCC1=CC=CC=C1,"InChI=1S/C12H11NO2/c1-10(9-13)12(14)15-8-7-11-5-3-2-4-6-11/h2-6H,1,7-8H2
",DTXCID101726903
103-95-7,CASRN,DTXSID2044769,Cyclamen aldehyde,103-95-7,ZFNVDHOSLNRHNN-UHFFFAOYSA-N,CC(CC1=CC=C(C=C1)C(C)C)C=O,"InChI=1/C13H18O/c1-10(2)13-6-4-12(5-7-13)8-11(3)9-14/h4-7,9-11H,8H2,1-3H3
",DTXCID0024769
93981-14-7,CASRN,DTXSID6074968,"Hexanoic acid, 6-[[(4-methylphenyl)sulfonyl]amino]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",93981-14-7,QHFFGUZCTJKVDG-UHFFFAOYSA-N,OCCN(CCO)CCO.CC1=CC=C(C=C1)S(=O)(=O)NCCCCCC(O)=O,"InChI=1S/C13H19NO4S.C6H15NO3/c1-11-6-8-12(9-7-11)19(17,18)14-10-4-2-3-5-13(15)16;8-4-1-7(2-5-9)3-6-10/h6-9,14H,2-5,10H2,1H3,(H,15,16);8-10H,1-6H2
",DTXCID5048893
26381-41-9,CASRN,DTXSID20874043,Basic Brown 16,26381-41-9,UXEAWNJALIUYRH-UHFFFAOYSA-N,[Cl-].C[N+](C)(C)C1=CC=C2C=CC(O)=C(N=NC3=CC=C(N)C=C3)C2=C1,"InChI=1S/C19H20N4O.ClH/c1-23(2,3)16-10-4-13-5-11-18(24)19(17(13)12-16)22-21-15-8-6-14(20)7-9-15;/h4-12H,1-3H3,(H2-,20,21,22,24);1H
",DTXCID501012178
7320-37-8,CASRN,DTXSID9025245,"1,2-Epoxyhexadecane",7320-37-8,DSZTYVZOIUIIGA-UHFFFAOYSA-N,CCCCCCCCCCCCCCC1CO1,"InChI=1/C16H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-15-17-16/h16H,2-15H2,1H3
",DTXCID105245
131-11-3,CASRN,DTXSID3022455,Dimethyl phthalate,131-11-3,NIQCNGHVCWTJSM-UHFFFAOYSA-N,COC(=O)C1=C(C=CC=C1)C(=O)OC,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3
",DTXCID502455
14320-04-8,CASRN,DTXSID90931773,"Zinc phthalocyanine-6,30-diide",14320-04-8,PODBBOVVOGJETB-UHFFFAOYSA-N,[Zn++].[N-]1C2=C3C=CC=CC3=C1\N=C1/N=C(/N=C3\N=C([N-]C4=N\C(=N/2)C2=CC=CC=C42)C2=CC=CC=C32)C2=CC=CC=C12,"InChI=1S/C32H16N8.Zn/c1-2-10-18-17(9-1)25-33-26(18)38-28-21-13-5-6-14-22(21)30(35-28)40-32-24-16-8-7-15-23(24)31(36-32)39-29-20-12-4-3-11-19(20)27(34-29)37-25;/h1-16H;/q-2;+2
",DTXCID601360477
1079221-49-0,CASRN,DTXSID801024736,"2-[(3-Aminopyrazolo[1,5-a]pyridin-2-yl)oxy]ethanol hydrochloride (1:1)",1079221-49-0,HFFCVKYVJNYQLA-UHFFFAOYSA-N,Cl.NC1=C2C=CC=CN2N=C1OCCO,"InChI=1S/C9H11N3O2.ClH/c10-8-7-3-1-2-4-12(7)11-9(8)14-6-5-13;/h1-4,13H,5-6,10H2;1H
",DTXCID701508919
79992-76-0,CASRN,DTXSID90619948,Magnesium bis(2-ethylbutanoate),79992-76-0,JOADGALWHMAAKM-UHFFFAOYSA-L,[Mg++].CCC(CC)C([O-])=O.CCC(CC)C([O-])=O,"InChI=1S/2C6H12O2.Mg/c2*1-3-5(4-2)6(7)8;/h2*5H,3-4H2,1-2H3,(H,7,8);/q;;+2/p-2
",DTXCID90570702
123989-29-7,CASRN,DTXSID10542027,1-(4-Chlorophenyl)-2-cyclopropylpropan-1-one,123989-29-7,LRWCURGZPQWMRG-UHFFFAOYSA-N,CC(C1CC1)C(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C12H13ClO/c1-8(9-2-3-9)12(14)10-4-6-11(13)7-5-10/h4-9H,2-3H2,1H3
",DTXCID30492813
127-96-8,CASRN,DTXSID30889421,"Ethanedioic acid, potassium salt (2:1)",127-96-8,GANDVAJEIJXBQJ-UHFFFAOYSA-M,[K+].OC(=O)C(O)=O.OC(=O)C([O-])=O,"InChI=1S/2C2H2O4.K/c2*3-1(4)2(5)6;/h2*(H,3,4)(H,5,6);/q;;+1/p-1
",DTXCID501028672
61789-45-5,CASRN,DTXSID1028073,"Fatty acids, dehydrated castor-oil",61789-45-5,N/A,N/A,N/A,N/A
92062-05-0,CASRN,DTXSID101027303,"Residues (petroleum), thermal cracked vacuum",92062-05-0,N/A,N/A,N/A,N/A
628-89-7,CASRN,DTXSID9060861,"Ethanol, 2-(2-chloroethoxy)-",628-89-7,LECMBPWEOVZHKN-UHFFFAOYSA-N,OCCOCCCl,"InChI=1S/C4H9ClO2/c5-1-3-7-4-2-6/h6H,1-4H2
",DTXCID5043554
68477-77-0,CASRN,DTXSID1028572,"Gases, petroleum, catalytic reformed naphtha stripper overheads",68477-77-0,N/A,N/A,N/A,N/A
23255-99-4,CASRN,DTXSID0046644,Bendazac sodium,23255-99-4,GHFGHIKJGVMEFT-UHFFFAOYSA-M,[Na+].[O-]C(=O)COC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2,"InChI=1S/C16H14N2O3.Na/c19-15(20)11-21-16-13-8-4-5-9-14(13)18(17-16)10-12-6-2-1-3-7-12;/h1-9H,10-11H2,(H,19,20);/q;+1/p-1
",DTXCID8026644
40203-73-4,CASRN,DTXSID2052077,Methyl cyclopentylideneacetate,40203-73-4,ZDBCSZOFHPULAS-UHFFFAOYSA-N,COC(=O)C=C1CCCC1,"InChI=1S/C8H12O2/c1-10-8(9)6-7-4-2-3-5-7/h6H,2-5H2,1H3
",DTXCID7030644
16142-27-1,CASRN,DTXSID9049039,3-Morpholinosydnonimine hydrochloride,16142-27-1,ZRFWHHCXSSACAW-UHFFFAOYSA-M,[Cl-].NC1=C[N+](=NO1)N1CCOCC1,"InChI=1S/C6H11N4O2.ClH/c7-6-5-10(8-12-6)9-1-3-11-4-2-9;/h5H,1-4,7H2;1H/q+1;/p-1
",DTXCID4028965
85535-84-8,CASRN,DTXSID40105260,C10-13 chloro alkanes,85535-84-8,N/A,N/A,N/A,N/A
857035-95-1,CASRN,DTXSID90235006,"2,3-Diaminodihydropyrazolo pyrazolone dimethosulfonate",857035-95-1,PFGOOGAEVIKREH-UHFFFAOYSA-N,CS(O)(=O)=O.CS(O)(=O)=O.NC1=C(N)C(=O)N2CCCN12,"InChI=1S/C6H10N4O.2CH4O3S/c7-4-5(8)9-2-1-3-10(9)6(4)11;2*1-5(2,3)4/h1-3,7-8H2;2*1H3,(H,2,3,4)
",DTXCID50157497
41669-30-1,CASRN,DTXSID3068338,Isooctadecyl isooctadecanoate,41669-30-1,ABEXEQSGABRUHS-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C,"InChI=1S/C36H72O2/c1-34(2)30-26-22-18-14-10-6-5-9-13-17-21-25-29-33-38-36(37)32-28-24-20-16-12-8-7-11-15-19-23-27-31-35(3)4/h34-35H,5-33H2,1-4H3
",DTXCID7039965
142-96-1,CASRN,DTXSID1022007,Butyl ether,142-96-1,DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3
",DTXCID002007
89-63-4,CASRN,DTXSID4030384,4-Chloro-2-nitroaniline,89-63-4,PBGKNXWGYQPUJK-UHFFFAOYSA-N,NC1=C(C=C(Cl)C=C1)[N+]([O-])=O,"InChI=1S/C6H5ClN2O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,8H2
",DTXCID2010384
64742-86-5,CASRN,DTXSID5028243,"Gas oils, petroleum, hydrodesulfurized heavy vacuum",64742-86-5,N/A,N/A,N/A,N/A
615-50-9,CASRN,DTXSID50872532,"2,5-Diaminotoluene sulfate",615-50-9,KZTWOUOZKZQDMN-UHFFFAOYSA-N,[O-]S([O-])(=O)=O.CC1=C([NH3+])C=CC([NH3+])=C1,"InChI=1S/C7H10N2.H2O4S/c1-5-4-6(8)2-3-7(5)9;1-5(2,3)4/h2-4H,8-9H2,1H3;(H2,1,2,3,4)
",DTXCID90405
26760-64-5,CASRN,DTXSID1040249,2-Methylbutene,26760-64-5,N/A,N/A,N/A,N/A
1365095-43-7,CASRN,DTXSID801066655,"Fatty acids, C8-10, 3-methylbutyl esters",1365095-43-7,N/A,N/A,N/A,N/A
85-68-7,CASRN,DTXSID3020205,Benzyl butyl phthalate,85-68-7,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3
",DTXCID70205
88895-93-6,CASRN,DTXSID901018154,"Unsaturated fatty acids, C18",88895-93-6,N/A,N/A,N/A,N/A
28510-23-8,CASRN,DTXSID20865431,Neopentyl glycol bis(2-ethylhexanoate),28510-23-8,GORMSINSWZJIKL-UHFFFAOYSA-N,CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,"InChI=1/C21H40O4/c1-7-11-13-17(9-3)19(22)24-15-21(5,6)16-25-20(23)18(10-4)14-12-8-2/h17-18H,7-16H2,1-6H3
",DTXCID10813840
91744-38-6,CASRN,DTXSID001036589,"Glycerides, C16-18 mono-, di- and tri-, hydrogenated, citrates, potassium salts",91744-38-6,N/A,N/A,N/A,N/A
112-39-0,CASRN,DTXSID4029149,Methyl hexadecanoate,112-39-0,FLIACVVOZYBSBS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3
",DTXCID909149
106-46-7,CASRN,DTXSID1020431,"1,4-Dichlorobenzene",106-46-7,OCJBOOLMMGQPQU-UHFFFAOYSA-N,ClC1=CC=C(Cl)C=C1,"InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H
",DTXCID30431
1897-52-5,CASRN,DTXSID5044609,"2,6-Difluorobenzonitrile",1897-52-5,BNBRIFIJRKJGEI-UHFFFAOYSA-N,FC1=CC=CC(F)=C1C#N,"InChI=1S/C7H3F2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H
",DTXCID3024609
119-70-0,CASRN,DTXSID1059492,"4,4′-Diamino-2-sulfodiphenylamine",119-70-0,VKURVCNKVWKGLX-UHFFFAOYSA-N,NC1=CC=C(NC2=C(C=C(N)C=C2)S(O)(=O)=O)C=C1,"InChI=1S/C12H13N3O3S/c13-8-1-4-10(5-2-8)15-11-6-3-9(14)7-12(11)19(16,17)18/h1-7,15H,13-14H2,(H,16,17,18)
",DTXCID9033470
85186-92-1,CASRN,DTXSID601335400,"Fatty acids, C14-18 and C16-18-unsatd., mixed esters with neopentyl glycol and trimethylolpropane",85186-92-1,N/A,N/A,N/A,N/A
1235552-58-5,CASRN,DTXSID601069160,"D-Xylopyranose, oligomeric, C16-18-alkyl glycosides",1235552-58-5,N/A,N/A,N/A,N/A
705279-64-7,CASRN,DTXSID601036420,"Decanoic acid, monoester with 1,2,3-propanetriol acetate",705279-64-7,N/A,N/A,N/A,N/A
84229-70-9,CASRN,DTXSID20904319,Remazol Marine Blue,84229-70-9,HFPRJSOAOWITGC-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].COC1=CC(N=NC2=C(O)C3=C(N)C(N=NC4=CC=C(C=C4)S(=O)(=O)CCOS([O-])(=O)=O)=C(C=C3C=C2S([O-])(=O)=O)S([O-])(=O)=O)=C(OC)C=C1S(=O)(=O)CCOS([O-])(=O)=O,"InChI=1S/C28H29N5O21S6.4Na/c1-51-19-14-21(56(37,38)10-8-54-60(48,49)50)20(52-2)13-18(19)31-33-27-23(58(42,43)44)12-15-11-22(57(39,40)41)26(25(29)24(15)28(27)34)32-30-16-3-5-17(6-4-16)55(35,36)9-7-53-59(45,46)47;;;;/h3-6,11-14,34H,7-10,29H2,1-2H3,(H,39,40,41)(H,42,43,44)(H,45,46,47)(H,48,49,50);;;;/q;4*+1/p-4
",DTXCID201333476
39515-51-0,CASRN,DTXSID3028005,3-Phenoxybenzaldehyde,39515-51-0,MRLGCTNJRREZHZ-UHFFFAOYSA-N,O=CC1=CC(OC2=CC=CC=C2)=CC=C1,"InChI=1S/C13H10O2/c14-10-11-5-4-8-13(9-11)15-12-6-2-1-3-7-12/h1-10H
",DTXCID808005
90411-68-0,CASRN,DTXSID301018306,"Hexanoic acid, 2-ethyl-, C16-18-alkyl esters",90411-68-0,N/A,N/A,N/A,N/A
68477-90-7,CASRN,DTXSID0028583,"Gases, petroleum, depropanizer dry, propene-rich",68477-90-7,N/A,N/A,N/A,N/A
62599-49-9,CASRN,DTXSID00562138,2-(2-Methylprop-2-en-1-yl)cyclododecan-1-one,62599-49-9,RSOBFXURUKCIKG-UHFFFAOYSA-N,CC(=C)CC1CCCCCCCCCCC1=O,"InChI=1S/C16H28O/c1-14(2)13-15-11-9-7-5-3-4-6-8-10-12-16(15)17/h15H,1,3-13H2,2H3
",DTXCID80512914
100-01-6,CASRN,DTXSID8020961,4-Nitrobenzenamine,100-01-6,TYMLOMAKGOJONV-UHFFFAOYSA-N,NC1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2
",DTXCID40961
831-51-6,CASRN,DTXSID20232169,3-Amino-5-nitrosalicylic acid,831-51-6,JFTUSFFYSRNFBA-UHFFFAOYSA-N,NC1=CC(=CC(C(O)=O)=C1O)[N+]([O-])=O,"InChI=1S/C7H6N2O5/c8-5-2-3(9(13)14)1-4(6(5)10)7(11)12/h1-2,10H,8H2,(H,11,12)
",DTXCID70154660
6041-94-7,CASRN,DTXSID3025914,Pigment Red 2,6041-94-7,HXJSTOXKASOAQW-UHFFFAOYSA-N,OC1=C(C=C2C=CC=CC2=C1N=NC1=CC(Cl)=CC=C1Cl)C(=O)NC1=CC=CC=C1,"InChI=1S/C23H15Cl2N3O2/c24-15-10-11-19(25)20(13-15)27-28-21-17-9-5-4-6-14(17)12-18(22(21)29)23(30)26-16-7-2-1-3-8-16/h1-13,29H,(H,26,30)
",DTXCID40809918
616-02-4,CASRN,DTXSID8060660,"2,5-Furandione, 3-methyl-",616-02-4,AYKYXWQEBUNJCN-UHFFFAOYSA-N,CC1=CC(=O)OC1=O,"InChI=1S/C5H4O3/c1-3-2-4(6)8-5(3)7/h2H,1H3
",DTXCID3043077
68606-18-8,CASRN,DTXSID70100223,"Glycerides, mixed coco, decanoyl and octanoyl",68606-18-8,N/A,N/A,N/A,N/A
