INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
142-96-1,CASRN,DTXSID1022007,Butyl ether,CCCCOCCCC,142-96-1,DURPTKYDGMDSBL-UHFFFAOYSA-N,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3
",1-Butoxybutane
102-56-7,CASRN,DTXSID4059257,"Benzenamine, 2,5-dimethoxy-",COC1=CC(N)=C(OC)C=C1,102-56-7,NAZDVUBIEPVUKE-UHFFFAOYSA-N,"InChI=1S/C8H11NO2/c1-10-6-3-4-8(11-2)7(9)5-6/h3-5H,9H2,1-2H3
","2,5-Dimethoxyaniline"
2726-73-0,CASRN,DTXSID401036200,"Octadecane-1,12-diol",CCCCCCC(O)CCCCCCCCCCCO,2726-73-0,KHLCTMQBMINUNT-UHFFFAOYSA-N,"InChI=1/C18H38O2/c1-2-3-4-12-15-18(20)16-13-10-8-6-5-7-9-11-14-17-19/h18-20H,2-17H2,1H3
",N/A
89-63-4,CASRN,DTXSID4030384,4-Chloro-2-nitroaniline,NC1=C(C=C(Cl)C=C1)[N+]([O-])=O,89-63-4,PBGKNXWGYQPUJK-UHFFFAOYSA-N,"InChI=1S/C6H5ClN2O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,8H2
",4-Chloro-2-nitroaniline
64742-86-5,CASRN,DTXSID5028243,"Gas oils, petroleum, hydrodesulfurized heavy vacuum",N/A,64742-86-5,N/A,N/A,N/A
1184648-08-5,CASRN,DTXSID301010219,potassium (R)-2-(4-hydroxy-phenoxy)-propionate,[KH+].C[C@@H](OC1=CC=C(O)C=C1)C([O-])=O,1184648-08-5,SRSFAIVZLNLUSS-QYCVXMPOSA-M,"InChI=1S/C9H10O4.K.H/c1-6(9(11)12)13-8-4-2-7(10)3-5-8;;/h2-6,10H,1H3,(H,11,12);;/q;+1;/p-1/t6-;;/m1../s1
",Potassium (2R)-2-(4-hydroxyphenoxy)propanoate
7439-93-2,CASRN,DTXSID5036761,Lithium,[Li],7439-93-2,SIAPCJWMELPYOE-UHFFFAOYSA-N,"InChI=1S/Li
",Lithium
26760-64-5,CASRN,DTXSID1040249,2-Methylbutene,N/A,26760-64-5,N/A,N/A,N/A
99-03-6,CASRN,DTXSID0021830,3-Aminoacetophenone,CC(=O)C1=CC=CC(N)=C1,99-03-6,CKQHAYFOPRIUOM-UHFFFAOYSA-N,"InChI=1S/C8H9NO/c1-6(10)7-3-2-4-8(9)5-7/h2-5H,9H2,1H3
",1-(3-Aminophenyl)ethan-1-one
1365095-43-7,CASRN,DTXSID801066655,"Fatty acids, C8-10, 3-methylbutyl esters",N/A,1365095-43-7,N/A,N/A,N/A
59-50-7,CASRN,DTXSID4021717,4-Chloro-3-methylphenol,CC1=C(Cl)C=CC(O)=C1,59-50-7,CFKMVGJGLGKFKI-UHFFFAOYSA-N,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3
",4-Chloro-3-methylphenol
85-68-7,CASRN,DTXSID3020205,Benzyl butyl phthalate,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,85-68-7,IRIAEXORFWYRCZ-UHFFFAOYSA-N,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3
","Benzyl butyl benzene-1,2-dicarboxylate"
88895-93-6,CASRN,DTXSID901018154,"Unsaturated fatty acids, C18",N/A,88895-93-6,N/A,N/A,N/A
17980-47-1,CASRN,DTXSID1044857,Triethoxy(2-methylpropyl)silane,CCO[Si](CC(C)C)(OCC)OCC,17980-47-1,ALVYUZIFSCKIFP-UHFFFAOYSA-N,"InChI=1S/C10H24O3Si/c1-6-11-14(12-7-2,13-8-3)9-10(4)5/h10H,6-9H2,1-5H3
",Triethoxy(2-methylpropyl)silane
91744-38-6,CASRN,DTXSID001036589,"Glycerides, C16-18 mono-, di- and tri-, hydrogenated, citrates, potassium salts",N/A,91744-38-6,N/A,N/A,N/A
5437-98-9,CASRN,DTXSID7044689,N-(4-Methoxyphenyl)-3-oxobutanamide,COC1=CC=C(NC(=O)CC(C)=O)C=C1,5437-98-9,SWAJJKROCOJICG-UHFFFAOYSA-N,"InChI=1S/C11H13NO3/c1-8(13)7-11(14)12-9-3-5-10(15-2)6-4-9/h3-6H,7H2,1-2H3,(H,12,14)
",N-(4-Methoxyphenyl)-3-oxobutanamide
128-42-7,CASRN,DTXSID7047019,"4,4'-Dinitro-2,2'-stilbenesulfonic acid",OS(=O)(=O)C1=CC(=CC=C1C=CC1=CC=C(C=C1S(O)(=O)=O)[N+]([O-])=O)[N+]([O-])=O,128-42-7,UETHPMGVZHBAFB-UHFFFAOYSA-N,"InChI=1S/C14H10N2O10S2/c17-15(18)11-5-3-9(13(7-11)27(21,22)23)1-2-10-4-6-12(16(19)20)8-14(10)28(24,25)26/h1-8H,(H,21,22,23)(H,24,25,26)
","2,2'-(Ethene-1,2-diyl)bis(5-nitrobenzene-1-sulfonic acid)"
112-39-0,CASRN,DTXSID4029149,Methyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC,112-39-0,FLIACVVOZYBSBS-UHFFFAOYSA-N,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3
",Methyl hexadecanoate
106-46-7,CASRN,DTXSID1020431,"1,4-Dichlorobenzene",ClC1=CC=C(Cl)C=C1,106-46-7,OCJBOOLMMGQPQU-UHFFFAOYSA-N,"InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H
","1,4-Dichlorobenzene"
1777-82-8,CASRN,DTXSID9041362,"2,4-Dichlorobenzyl alcohol",OCC1=C(Cl)C=C(Cl)C=C1,1777-82-8,DBHODFSFBXJZNY-UHFFFAOYSA-N,"InChI=1S/C7H6Cl2O/c8-6-2-1-5(4-10)7(9)3-6/h1-3,10H,4H2
","(2,4-Dichlorophenyl)methanol"
68418-51-9,CASRN,DTXSID10600717,"(1,4-Difluorocyclohexa-2,4-dien-1-yl)(phenyl)methanone",FC1=CCC(F)(C=C1)C(=O)C1=CC=CC=C1,68418-51-9,FDQJEGGUPFESSJ-UHFFFAOYSA-N,"InChI=1S/C13H10F2O/c14-11-6-8-13(15,9-7-11)12(16)10-4-2-1-3-5-10/h1-8H,9H2
","(1,4-Difluorocyclohexa-2,4-dien-1-yl)(phenyl)methanone"
89-04-3,CASRN,DTXSID0047533,Tri-n-octyl trimellitate,CCCCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCCC)C(=C1)C(=O)OCCCCCCCC,89-04-3,JNXDCMUUZNIWPQ-UHFFFAOYSA-N,"InChI=1S/C33H54O6/c1-4-7-10-13-16-19-24-37-31(34)28-22-23-29(32(35)38-25-20-17-14-11-8-5-2)30(27-28)33(36)39-26-21-18-15-12-9-6-3/h22-23,27H,4-21,24-26H2,1-3H3
","Trioctyl benzene-1,2,4-tricarboxylate"
119-70-0,CASRN,DTXSID1059492,"4,4′-Diamino-2-sulfodiphenylamine",NC1=CC=C(NC2=C(C=C(N)C=C2)S(O)(=O)=O)C=C1,119-70-0,VKURVCNKVWKGLX-UHFFFAOYSA-N,"InChI=1S/C12H13N3O3S/c13-8-1-4-10(5-2-8)15-11-6-3-9(14)7-12(11)19(16,17)18/h1-7,15H,13-14H2,(H,16,17,18)
",5-Amino-2-(4-aminoanilino)benzene-1-sulfonic acid
85186-92-1,CASRN,DTXSID601335400,"Fatty acids, C14-18 and C16-18-unsatd., mixed esters with neopentyl glycol and trimethylolpropane",N/A,85186-92-1,N/A,N/A,N/A
1235552-58-5,CASRN,DTXSID601069160,"D-Xylopyranose, oligomeric, C16-18-alkyl glycosides",N/A,1235552-58-5,N/A,N/A,N/A
705279-64-7,CASRN,DTXSID601036420,"Decanoic acid, monoester with 1,2,3-propanetriol acetate",N/A,705279-64-7,N/A,N/A,N/A
6080-58-6,CASRN,DTXSID00976276,"Lithium 3,4-dicarboxy-3-hydroxybutanoate",[Li+].OC(=O)CC(O)(CC([O-])=O)C(O)=O,6080-58-6,WNCZOFYWLAPNSS-UHFFFAOYSA-M,"InChI=1/C6H8O7.Li/c7-3(8)1-6(13,5(11)12)2-4(9)10;/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);/q;+1/p-1
","Lithium 3,4-dicarboxy-3-hydroxybutanoate"
35285-68-8,CASRN,DTXSID0042402,Sodium ethylparaben,[Na+].CCOC(=O)C1=CC=C([O-])C=C1,35285-68-8,QYNMSPKSYXPZHG-UHFFFAOYSA-M,"InChI=1S/C9H10O3.Na/c1-2-12-9(11)7-3-5-8(10)6-4-7;/h3-6,10H,2H2,1H3;/q;+1/p-1
",Sodium 4-(ethoxycarbonyl)phenolate
100-01-6,CASRN,DTXSID8020961,4-Nitrobenzenamine,NC1=CC=C(C=C1)[N+]([O-])=O,100-01-6,TYMLOMAKGOJONV-UHFFFAOYSA-N,"InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2
",4-Nitroaniline
831-51-6,CASRN,DTXSID20232169,3-Amino-5-nitrosalicylic acid,NC1=CC(=CC(C(O)=O)=C1O)[N+]([O-])=O,831-51-6,JFTUSFFYSRNFBA-UHFFFAOYSA-N,"InChI=1S/C7H6N2O5/c8-5-2-3(9(13)14)1-4(6(5)10)7(11)12/h1-2,10H,8H2,(H,11,12)
",3-Amino-2-hydroxy-5-nitrobenzoic acid
94317-64-3,CASRN,DTXSID4044747,N-Butylphosphorothioic triamide,CCCCNP(N)(N)=S,94317-64-3,HEPPIYNOUFWEPP-UHFFFAOYSA-N,"InChI=1S/C4H14N3PS/c1-2-3-4-7-8(5,6)9/h2-4H2,1H3,(H5,5,6,7,9)
",N-Butylphosphorothioic triamide
91722-09-7,CASRN,DTXSID801036583,"Slags, steelmaking, converter",N/A,91722-09-7,N/A,N/A,N/A
13939-25-8,CASRN,DTXSID50872552,Aluminum triphosphate,[Al+3].OP(O)(=O)OP([O-])(=O)OP([O-])([O-])=O,13939-25-8,QPLNUHHRGZVCLQ-UHFFFAOYSA-K,"InChI=1S/Al.H5O10P3/c;1-11(2,3)9-13(7,8)10-12(4,5)6/h;(H,7,8)(H2,1,2,3)(H2,4,5,6)/q+3;/p-3
",N/A
68606-18-8,CASRN,DTXSID70100223,"Glycerides, mixed coco, decanoyl and octanoyl",N/A,68606-18-8,N/A,N/A,N/A
12003-65-5,CASRN,DTXSID701335546,Aluminum lanthanum oxide (AlLaO3),N/A,12003-65-5,N/A,N/A,N/A
1126076-86-5,CASRN,DTXSID601020952,C.I. Pigment Violet 55,N/A,1126076-86-5,N/A,N/A,N/A
1338-39-2,CASRN,DTXSID6027395,Sorbitan monododecanoate,N/A,1338-39-2,N/A,N/A,N/A
95912-86-0,CASRN,DTXSID801018337,"Fatty acids, C8-​10, C12-​18-​alkyl esters",N/A,95912-86-0,N/A,N/A,N/A
69029-45-4,CASRN,DTXSID80102950,"Lead, dross, antimony-rich",N/A,69029-45-4,N/A,N/A,N/A
125-12-2,CASRN,DTXSID7042061,Isobornyl acetate,CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,125-12-2,KGEKLUUHTZCSIP-JBLDHEPKSA-N,"InChI=1/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3/t9-,10-,12+/s2
","(1S,2S,4S)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl acetate"
2088841-41-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112-50-5,CASRN,DTXSID3024368,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,CCOCCOCCOCCO,112-50-5,WFSMVVDJSNMRAR-UHFFFAOYSA-N,"InChI=1S/C8H18O4/c1-2-10-5-6-12-8-7-11-4-3-9/h9H,2-8H2,1H3
",2-[2-(2-Ethoxyethoxy)ethoxy]ethan-1-ol
68187-51-9,CASRN,DTXSID0029420,C.I. Pigment Yellow 119,N/A,68187-51-9,N/A,N/A,N/A
92045-14-2,CASRN,DTXSID101027315,"Fuel oil, heavy, high-sulfur",N/A,92045-14-2,N/A,N/A,N/A
127-09-3,CASRN,DTXSID2027044,Sodium acetate,[Na+].CC([O-])=O,127-09-3,VMHLLURERBWHNL-UHFFFAOYSA-M,"InChI=1S/C2H4O2.Na/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1
",Sodium acetate
40306-75-0,CASRN,DTXSID90885424,"Benzenesulfonic acid, 3-(acetylamino)-5-amino-4-hydroxy-",CC(=O)NC1=CC(=CC(N)=C1O)S(O)(=O)=O,40306-75-0,SFUJTLIHMWZDTL-UHFFFAOYSA-N,"InChI=1S/C8H10N2O5S/c1-4(11)10-7-3-5(16(13,14)15)2-6(9)8(7)12/h2-3,12H,9H2,1H3,(H,10,11)(H,13,14,15)
",3-Acetamido-5-amino-4-hydroxybenzene-1-sulfonic acid
68988-45-4,CASRN,DTXSID20102550,"Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Bu and pentyl) esters, zinc salts",N/A,68988-45-4,N/A,N/A,N/A
104-12-1,CASRN,DTXSID7040732,4-Chlorophenyl isocyanate,ClC1=CC=C(C=C1)N=C=O,104-12-1,ADAKRBAJFHTIEW-UHFFFAOYSA-N,"InChI=1S/C7H4ClNO/c8-6-1-3-7(4-2-6)9-5-10/h1-4H
",1-Chloro-4-isocyanatobenzene
7440-66-6,CASRN,DTXSID7035012,Zinc,[Zn],7440-66-6,HCHKCACWOHOZIP-UHFFFAOYSA-N,"InChI=1S/Zn
",Zinc
90506-73-3,CASRN,DTXSID001041766,"PHOSPHORIC ACID, MONO- AND DI-C16-18-ALKYL ESTERS",N/A,90506-73-3,N/A,N/A,N/A
67701-06-8,CASRN,DTXSID7028308,"Fatty acids, C14-18 and C16-18-unsatd.",N/A,67701-06-8,N/A,N/A,N/A
79-74-3,CASRN,DTXSID5044992,"2,5-Bis(2-methylbutan-2-yl)benzene-1,4-diol",CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC,79-74-3,CZNRFEXEPBITDS-UHFFFAOYSA-N,"InChI=1S/C16H26O2/c1-7-15(3,4)11-9-14(18)12(10-13(11)17)16(5,6)8-2/h9-10,17-18H,7-8H2,1-6H3
","2,5-Bis(2-methylbutan-2-yl)benzene-1,4-diol"
1497420-94-6,CASRN,DTXSID50889307,"Furan, 5-(hexyloxy)tetrahydro-2,2-dimethyl-",CCCCCCOC1CCC(C)(C)O1,1497420-94-6,RYOVSGSAWWEDFA-UHFFFAOYSA-N,"InChI=1/C12H24O2/c1-4-5-6-7-10-13-11-8-9-12(2,3)14-11/h11H,4-10H2,1-3H3
","5-(Hexyloxy)-2,2-dimethyloxolane"
76-12-0,CASRN,DTXSID5026091,"1,2-Difluoro-1,1,2,2-tetrachloroethane",FC(Cl)(Cl)C(F)(Cl)Cl,76-12-0,UGCSPKPEHQEOSR-UHFFFAOYSA-N,"InChI=1S/C2Cl4F2/c3-1(4,7)2(5,6)8
","1,1,2,2-Tetrachloro-1,2-difluoroethane"
72361-35-4,CASRN,DTXSID5072569,"1,2,4-Benzenetricarboxylic acid, triisotridecyl ester",CC(C)CCCCCCCCCCOC(=O)C1=CC(C(=O)OCCCCCCCCCCC(C)C)=C(C=C1)C(=O)OCCCCCCCCCCC(C)C,72361-35-4,IGQFKXMQIMEIJV-UHFFFAOYSA-N,"InChI=1S/C48H84O6/c1-40(2)31-25-19-13-7-10-16-22-28-36-52-46(49)43-34-35-44(47(50)53-37-29-23-17-11-8-14-20-26-32-41(3)4)45(39-43)48(51)54-38-30-24-18-12-9-15-21-27-33-42(5)6/h34-35,39-42H,7-33,36-38H2,1-6H3
","Tris(11-methyldodecyl) benzene-1,2,4-tricarboxylate"
532-02-5,CASRN,DTXSID4041442,Sodium 2-naphthalenesulfonate,[Na+].[O-]S(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,532-02-5,YWPOLRBWRRKLMW-UHFFFAOYSA-M,"InChI=1S/C10H8O3S.Na/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10;/h1-7H,(H,11,12,13);/q;+1/p-1
",Sodium naphthalene-2-sulfonate
18718-07-5,CASRN,DTXSID80872545,Manganese bis(dihydrogen phosphate),[Mn++].OP(O)([O-])=O.OP(O)([O-])=O,18718-07-5,NAAXGLXYRDSIRS-UHFFFAOYSA-L,"InChI=1S/Mn.2H3O4P/c;2*1-5(2,3)4/h;2*(H3,1,2,3,4)/q+2;;/p-2
",Manganese(2+) bis(dihydrogen phosphate)
7778-39-4,CASRN,DTXSID1034341,Arsenic acid,O[As](O)(O)=O,7778-39-4,DJHGAFSJWGLOIV-UHFFFAOYSA-N,"InChI=1S/AsH3O4/c2-1(3,4)5/h(H3,2,3,4,5)
",Arsoric acid
68955-98-6,CASRN,DTXSID7028930,"Fatty acids, C16-18 and C18-unsatd., branched and linear",N/A,68955-98-6,N/A,N/A,N/A
540734-22-3,CASRN,DTXSID701037419,"Methyl trans-2,6,6-trimethyl-3-cyclohexene-1-carboxylate",COC(=O)[C@H]1[C@H](C)C=CCC1(C)C,540734-22-3,OENXQYZXKNBMLM-MDWBIBFBNA-N,"InChI=1/C11H18O2/c1-8-6-5-7-11(2,3)9(8)10(12)13-4/h5-6,8-9H,7H2,1-4H3/t8-,9-/s2
",N/A
129757-67-1,CASRN,DTXSID00892189,"Decanedioic acid, bis(2,2,6,6-tetramethyl-4-piperidinyl) ester, reaction products with tert-Bu hydroperoxide and octane",N/A,129757-67-1,N/A,N/A,N/A
26896-20-8,CASRN,DTXSID7027916,Neodecanoic acid,N/A,26896-20-8,N/A,N/A,N/A
85650-96-0,CASRN,DTXSID401015412,"Cuprate(1-), (29H,31H-phthalocyanine-C-sulfonato(2-)-kappaN29,kappaN30,kappaN31,kappaN32)-, hydrogen, compd. with (9Z)-9-octadecen-1-amine (1:1:1","[H+].[Cu++].CCCCCCCC\C=C\CCCCCCCCN.[O-]S(*)(=O)=O.[N-]1C2=NC3=NC(=NC4=C5C=CC=CC5=C([N-]4)N=C4N=C(N=C1C1=CC=CC=C21)C1=CC=CC=C41)C1=CC=CC=C31 |c:29,31,33,36,49,57,65,t:25,42,47,51,55,59,63,67,lp:20:1,21:3,24:2,25:2,26:2,28:1,30:1,32:1,41:2,42:1,44:1,46:1,m:23:62.61|",85650-96-0,N/A,N/A,N/A
99-63-8,CASRN,DTXSID3026641,"1,3-Benzenedicarbonyl dichloride",ClC(=O)C1=CC(=CC=C1)C(Cl)=O,99-63-8,FDQSRULYDNDXQB-UHFFFAOYSA-N,"InChI=1S/C8H4Cl2O2/c9-7(11)5-2-1-3-6(4-5)8(10)12/h1-4H
","Benzene-1,3-dicarbonyl dichloride"
108726-95-0,CASRN,DTXSID201073480,"Poly[oxy[(chloromethyl)-1,2-ethanediyl]], α-9-octadecenyl-ω-hydroxy-, (Z)-",N/A,108726-95-0,N/A,N/A,N/A
86290-83-7,CASRN,DTXSID601036513,"Hydrocarbons, steam-cracking tar middle",N/A,86290-83-7,N/A,N/A,N/A
2840-28-0,CASRN,DTXSID8044414,3-Amino-4-chlorobenzoic acid,NC1=C(Cl)C=CC(=C1)C(O)=O,2840-28-0,DMGFVJVLVZOSOE-UHFFFAOYSA-N,"InChI=1S/C7H6ClNO2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,9H2,(H,10,11)
",3-Amino-4-chlorobenzoic acid
22047-49-0,CASRN,DTXSID9047178,2-Ethylhexyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,22047-49-0,OPJWPPVYCOPDCM-UHFFFAOYSA-N,"InChI=1/C26H52O2/c1-4-7-9-10-11-12-13-14-15-16-17-18-19-20-21-23-26(27)28-24-25(6-3)22-8-5-2/h25H,4-24H2,1-3H3
",2-Ethylhexyl octadecanoate
69029-52-3,CASRN,DTXSID00102957,"Lead, dross",N/A,69029-52-3,N/A,N/A,N/A
102110-59-8,CASRN,DTXSID401067706,"Slags, elec. furnace smelting, iron silicate",N/A,102110-59-8,N/A,N/A,N/A
79-07-2,CASRN,DTXSID9041570,Chloroacetamide,NC(=O)CCl,79-07-2,VXIVSQZSERGHQP-UHFFFAOYSA-N,"InChI=1S/C2H4ClNO/c3-1-2(4)5/h1H2,(H2,4,5)
",2-Chloroacetamide
134724-55-3,CASRN,DTXSID40568811,"3-{4-[(Oxolan-2-yl)methoxy]phenyl}-7-phenylbenzo[1,2-b:4,5-b']difuran-2,6-dione",O=C1OC2=CC3=C(C(=O)OC3=CC2=C1C1=CC=CC=C1)C1=CC=C(OCC2CCCO2)C=C1,134724-55-3,PLILWZJQAUTHSW-UHFFFAOYSA-N,"InChI=1S/C27H20O6/c28-26-24(16-5-2-1-3-6-16)20-13-23-21(14-22(20)32-26)25(27(29)33-23)17-8-10-18(11-9-17)31-15-19-7-4-12-30-19/h1-3,5-6,8-11,13-14,19H,4,7,12,15H2
","3-{4-[(Oxolan-2-yl)methoxy]phenyl}-7-phenylbenzo[1,2-b:4,5-b']difuran-2,6-dione"
142-84-7,CASRN,DTXSID2025185,Dipropylamine,CCCNCCC,142-84-7,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3
",N-Propylpropan-1-amine
28472-97-1,CASRN,DTXSID9027942,Diisodecyl azelaate,N/A,28472-97-1,N/A,N/A,N/A
143-07-7,CASRN,DTXSID5021590,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,POULHZVOKOAJMA-UHFFFAOYSA-N,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)
",Dodecanoic acid
69029-51-2,CASRN,DTXSID40102956,"Lead, antimonial, dross",N/A,69029-51-2,N/A,N/A,N/A
68425-17-2,CASRN,DTXSID1028495,"Syrups, hydrolyzed starch, hydrogenated",N/A,68425-17-2,N/A,N/A,N/A
5850-86-2,CASRN,DTXSID2041709,"C.I. Acid Orange 8, monosodium salt",[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)N=NC1=C(O)C=CC2=CC=CC=C12,5850-86-2,WPWNIQBSYQVEKJ-UHFFFAOYSA-M,"InChI=1S/C17H14N2O4S.Na/c1-11-10-13(24(21,22)23)7-8-15(11)18-19-17-14-5-3-2-4-12(14)6-9-16(17)20;/h2-10,20H,1H3,(H,21,22,23);/q;+1/p-1
",Sodium 4-[(2-hydroxynaphthalen-1-yl)diazenyl]-3-methylbenzene-1-sulfonate
57158-29-9,CASRN,DTXSID70890894,Aluminum zirconium chloride hydroxide,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Zr+4].[Zr+4],57158-29-9,ZYYRAHJUNAIHTP-UHFFFAOYSA-A,"InChI=1S/2Al.7ClH.7H2O.2Zr/h;;7*1H;7*1H2;;/q2*+3;;;;;;;;;;;;;;;2*+4/p-14
",Aluminium zirconium(4+) chloride hydroxide (2/2/7/7)
1072830-14-8,CASRN,DTXSID401074353,"Titanium, (S)-lactate polyethylene glycol triisopropanolamine ammonium complexes",N/A,1072830-14-8,N/A,N/A,N/A
65113-95-3,CASRN,DTXSID60867116,"3-Penten-2-one, 3-methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-",CC(=O)C(C)=CCC1CC=C(C)C1(C)C,65113-95-3,QQUWZMIGSXXJFV-UHFFFAOYSA-N,"InChI=1/C14H22O/c1-10(12(3)15)6-8-13-9-7-11(2)14(13,4)5/h6-7,13H,8-9H2,1-5H3
","3-Methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-3-en-2-one"
141-17-3,CASRN,DTXSID3027085,Bis[2-(2-butoxyethoxy)ethyl] adipate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,141-17-3,SCABKEBYDRTODC-UHFFFAOYSA-N,"InChI=1S/C22H42O8/c1-3-5-11-25-13-15-27-17-19-29-21(23)9-7-8-10-22(24)30-20-18-28-16-14-26-12-6-4-2/h3-20H2,1-2H3
",Bis[2-(2-butoxyethoxy)ethyl] hexanedioate
7429-90-5,CASRN,DTXSID3040273,Aluminum,[Al],7429-90-5,XAGFODPZIPBFFR-UHFFFAOYSA-N,"InChI=1S/Al
",Aluminium
10102-05-3,CASRN,DTXSID60881413,Palladium dinitrate,[Pd++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,10102-05-3,GPNDARIEYHPYAY-UHFFFAOYSA-N,"InChI=1S/2NO3.Pd/c2*2-1(3)4;/q2*-1;+2
",Palladium(2+) dinitrate
27253-33-4,CASRN,DTXSID9044902,Calcium neodecanoate,N/A,27253-33-4,N/A,N/A,N/A
75-75-2,CASRN,DTXSID4026422,Methanesulfonic acid,CS(O)(=O)=O,75-75-2,AFVFQIVMOAPDHO-UHFFFAOYSA-N,"InChI=1S/CH4O3S/c1-5(2,3)4/h1H3,(H,2,3,4)
",Methanesulfonic acid
25103-54-2,CASRN,DTXSID6027842,"Zinc, bis(O,O-diisodecyl phosphorodithioato-.kappa.S,.kappa.S')-",[Zn++].CC(C)CCCCCCCOP([S-])(=S)OCCCCCCCC(C)C.CC(C)CCCCCCCOP([S-])(=S)OCCCCCCCC(C)C,25103-54-2,JTRDOXTXNZMWMG-UHFFFAOYSA-L,"InChI=1S/2C20H43O2PS2.Zn/c2*1-19(2)15-11-7-5-9-13-17-21-23(24,25)22-18-14-10-6-8-12-16-20(3)4;/h2*19-20H,5-18H2,1-4H3,(H,24,25);/q;;+2/p-2
","Zinc bis[O,O-bis(8-methylnonyl) phosphorodithioate]"
31566-31-1,CASRN,DTXSID7027968,Glyceryl monostearate,N/A,31566-31-1,N/A,N/A,N/A
67762-52-1,CASRN,DTXSID4028333,"Carboxylic acids, C5-9, hexaesters with dipentaerythritol",N/A,67762-52-1,N/A,N/A,N/A
13977-65-6,CASRN,DTXSID20884521,Monopotassium phosphite,[K+].[H]P(O)([O-])=O,13977-65-6,TVZAODNOSCFHKT-UHFFFAOYSA-M,"InChI=1S/K.H3O3P/c;1-4(2)3/h;4H,(H2,1,2,3)/q+1;/p-1
",Potassium hydrogen phosphonate
99-76-3,CASRN,DTXSID4022529,Methylparaben,COC(=O)C1=CC=C(O)C=C1,99-76-3,LXCFILQKKLGQFO-UHFFFAOYSA-N,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3
",Methyl 4-hydroxybenzoate
60435-70-3,CASRN,DTXSID001031422,2-Methylheptan-1-ol,CCCCCC(C)CO,60435-70-3,QZESEQBMSFFHRY-UHFFFAOYNA-N,"InChI=1/C8H18O/c1-3-4-5-6-8(2)7-9/h8-9H,3-7H2,1-2H3
",N/A
752225-55-1,CASRN,DTXSID501072524,"Soybean oil, epoxidized, hydrolyzed, reaction products with methanol",N/A,752225-55-1,N/A,N/A,N/A
96690-38-9,CASRN,DTXSID901018330,"Fatty acids, C16-18, 2-octyldodecyl esters",N/A,96690-38-9,N/A,N/A,N/A
