INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
81880-96-8,CASRN,DTXSID60905047,1-(4-Hydrazinophenyl)-N-methylmethanesulfonamide,CNS(=O)(=O)CC1=CC=C(NN)C=C1,81880-96-8,DZODFXKLAFRYEC-UHFFFAOYSA-N,"InChI=1S/C8H13N3O2S/c1-10-14(12,13)6-7-2-4-8(11-9)5-3-7/h2-5,10-11H,6,9H2,1H3
",1-(4-Hydrazinylphenyl)-N-methylmethanesulfonamide
100988-63-4,CASRN,DTXSID60275651,1-[(7-Amino-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl)methyl]pyridin-1-ium iodide,[I-].NC1C2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C(O)=O,100988-63-4,SZYIIYPUOUTNDY-UHFFFAOYSA-N,"InChI=1S/C13H13N3O3S.HI/c14-9-11(17)16-10(13(18)19)8(7-20-12(9)16)6-15-4-2-1-3-5-15;/h1-5,9,12H,6-7,14H2;1H
",1-[(7-Amino-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl)methyl]pyridin-1-ium iodide
6563-83-3,CASRN,DTXSID801281267,"(6β)-6,19-Epoxyandrost-4-ene-3,17-dione",C[C@]12CC[C@H]3[C@@H](C[C@H]4OC[C@@]33CCC(=O)C=C43)[C@@H]1CCC2=O,6563-83-3,ABDBICZRDFSYAS-ZEHJPDPISA-N,"InChI=1S/C19H24O3/c1-18-6-5-14-12(13(18)2-3-17(18)21)9-16-15-8-11(20)4-7-19(14,15)10-22-16/h8,12-14,16H,2-7,9-10H2,1H3/t12-,13-,14-,16+,18-,19-/m0/s1
","6alpha-6,19-Epoxyandrost-4-ene-3,17-dione"
21564-17-0,CASRN,DTXSID6032647,2-(Thiocyanomethylthio)benzothiazole,N#CSCSC1=NC2=CC=CC=C2S1,21564-17-0,TUBQDCKAWGHZPF-UHFFFAOYSA-N,"InChI=1S/C9H6N2S3/c10-5-12-6-13-9-11-7-3-1-2-4-8(7)14-9/h1-4H,6H2
","[(1,3-Benzothiazol-2-yl)sulfanyl]methyl thiocyanate"
95154-01-1,CASRN,DTXSID20888625,"Butanedioic acid, 2-(2-benzothiazolylthio)-",OC(=O)CC(SC1=NC2=C(S1)C=CC=C2)C(O)=O,95154-01-1,KRDSXENYLDIORL-UHFFFAOYSA-N,"InChI=1/C11H9NO4S2/c13-9(14)5-8(10(15)16)18-11-12-6-3-1-2-4-7(6)17-11/h1-4,8H,5H2,(H,13,14)(H,15,16)
","2-[(1,3-Benzothiazol-2-yl)sulfanyl]butanedioic acid"
112704-51-5,CASRN,DTXSID70703430,3-(2-Chlorophenyl)-2-(4-fluorophenyl)prop-2-enal,FC1=CC=C(C=C1)C(C=O)=CC1=CC=CC=C1Cl,112704-51-5,MTSHNPMLJVYGFR-UHFFFAOYSA-N,"InChI=1S/C15H10ClFO/c16-15-4-2-1-3-12(15)9-13(10-18)11-5-7-14(17)8-6-11/h1-10H
",3-(2-Chlorophenyl)-2-(4-fluorophenyl)prop-2-enal
177964-68-0,CASRN,DTXSID20698882,"3-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]prop-2-enal",COCC1=C(C2=CC=C(F)C=C2)C(C=CC=O)=C(N=C1C(C)C)C(C)C,177964-68-0,HEGITGKZHDOFJZ-UHFFFAOYSA-N,"InChI=1S/C22H26FNO2/c1-14(2)21-18(7-6-12-25)20(16-8-10-17(23)11-9-16)19(13-26-5)22(24-21)15(3)4/h6-12,14-15H,13H2,1-5H3
","3-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]prop-2-enal"
82413-20-5,CASRN,DTXSID9022441,Droloxifene,CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(O)=C1)C1=CC=CC=C1,82413-20-5,ZQZFYGIXNQKOAV-OCEACIFDSA-N,"InChI=1S/C26H29NO2/c1-4-25(20-9-6-5-7-10-20)26(22-11-8-12-23(28)19-22)21-13-15-24(16-14-21)29-18-17-27(2)3/h5-16,19,28H,4,17-18H2,1-3H3/b26-25+
",3-[(1E)-1-{4-[2-(Dimethylamino)ethoxy]phenyl}-2-phenylbut-1-en-1-yl]phenol
125474-34-2,CASRN,DTXSID40897436,"(4E,6E)-3,7,11-trimethyldodeca-1,4,6,10-tetraen-3-ol",CC(C)=CCC\C(C)=C\C=C\C(C)(O)C=C,125474-34-2,UIMSQVVHHIUQOZ-ZZAMHKPASA-N,"InChI=1/C15H24O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,8-9,11-12,16H,1,7,10H2,2-5H3/b12-8+,14-11+
","(4E,6E)-3,7,11-Trimethyldodeca-1,4,6,10-tetraen-3-ol"
94097-88-8,CASRN,DTXSID40372278,1-(4-chlorophenyl)-1-cyclopropyl-N-[(4-nitrophenyl)methoxy]methanimine,[O-][N+](=O)C1=CC=C(CON=C(C2CC2)C2=CC=C(Cl)C=C2)C=C1,94097-88-8,LZLLLIXVUHWOKV-UHFFFAOYSA-N,"InChI=1S/C17H15ClN2O3/c18-15-7-5-14(6-8-15)17(13-3-4-13)19-23-11-12-1-9-16(10-2-12)20(21)22/h1-2,5-10,13H,3-4,11H2
",1-(4-Chlorophenyl)-1-cyclopropyl-N-[(4-nitrophenyl)methoxy]methanimine
84852-36-8,CASRN,DTXSID601029342,(Isodecanoato-O)(isononanoato-O)nickel,CC(C)CCCCCCC(=O)O[Ni]OC(=O)CCCCCC(C)C,84852-36-8,NIJFLVMMBOBQAT-UHFFFAOYSA-L,"InChI=1S/C10H20O2.C9H18O2.Ni/c1-9(2)7-5-3-4-6-8-10(11)12;1-8(2)6-4-3-5-7-9(10)11;/h9H,3-8H2,1-2H3,(H,11,12);8H,3-7H2,1-2H3,(H,10,11);/q;;+2/p-2
",N/A
85166-19-4,CASRN,DTXSID401029358,(Isodecanoato-O)(isooctanoato-O)nickel,CC(C)CCCCCCC(=O)O[Ni]OC(=O)CCCCC(C)C,85166-19-4,FAYAFMXIIJVSLD-UHFFFAOYSA-L,"InChI=1S/C10H20O2.C8H16O2.Ni/c1-9(2)7-5-3-4-6-8-10(11)12;1-7(2)5-3-4-6-8(9)10;/h9H,3-8H2,1-2H3,(H,11,12);7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2
",N/A
85508-46-9,CASRN,DTXSID201029364,"Isooctanoic acid, nickel complex",CC(C)CCCCCC(=O)O[Ni]OC(=O)CCCCC(C)C,85508-46-9,ZVXLPPWRNPXRSV-UHFFFAOYSA-L,"InChI=1S/C9H18O2.C8H16O2.Ni/c1-8(2)6-4-3-5-7-9(10)11;1-7(2)5-3-4-6-8(9)10;/h8H,3-7H2,1-2H3,(H,10,11);7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2
",N/A
85551-28-6,CASRN,DTXSID601029366,(Isononanoato-O)(neodecanoato-O)nickel,CC(C)CCCCCC(=O)O[Ni]OC(=O)CCCCCC(C)(C)C,85551-28-6,LHFFJTBAZHYHKW-UHFFFAOYSA-L,"InChI=1S/C10H20O2.C9H18O2.Ni/c1-10(2,3)8-6-4-5-7-9(11)12;1-8(2)6-4-3-5-7-9(10)11;/h4-8H2,1-3H3,(H,11,12);8H,3-7H2,1-2H3,(H,10,11);/q;;+2/p-2
",N/A
84852-35-7,CASRN,DTXSID201029340,(Isooctanoato-O)(neodecanoato-O)nickel,CC(C)CCCCC(=O)O[Ni]OC(=O)CCCCCC(C)(C)C,84852-35-7,NCKCTXKTZYORIV-UHFFFAOYSA-L,"InChI=1S/C10H20O2.C8H16O2.Ni/c1-10(2,3)8-6-4-5-7-9(11)12;1-7(2)5-3-4-6-8(9)10;/h4-8H2,1-3H3,(H,11,12);7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2
",N/A
01-06-2425,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51594-55-9,CASRN,DTXSID501014417,(-)-Epichlorohydrin,ClC[C@H]1CO1,51594-55-9,BRLQWZUYTZBJKN-VKHMYHEASA-N,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2/t3-/m0/s1
",(2R)-2-(Chloromethyl)oxirane
178961-20-1,CASRN,DTXSID00897437,(R)-Metolachlor,CCC1=CC=CC(C)=C1N([C@H](C)COC)C(=O)CCl,178961-20-1,WVQBLGZPHOPPFO-GFCCVEGCSA-N,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m1/s1
",2-Chloro-N-(2-ethyl-6-methylphenyl)-N-[(2R)-1-methoxypropan-2-yl]acetamide
219861-18-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143322-57-0,CASRN,DTXSID80458106,5-Bromo-3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-1H-indole,CN1CCC[C@@H]1CC1=CNC2=C1C=C(Br)C=C2,143322-57-0,JCXOJXALBTZEFE-GFCCVEGCSA-N,"InChI=1S/C14H17BrN2/c1-17-6-2-3-12(17)7-10-9-16-14-5-4-11(15)8-13(10)14/h4-5,8-9,12,16H,2-3,6-7H2,1H3/t12-/m1/s1
",5-Bromo-3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-1H-indole
144177-62-8,Deleted CAS-RN,DTXSID70393037,"2-Amino-3,3-dimethylbutanamide",CC(C)(C)C(N)C(N)=O,113582-42-6,QCVCCWSPZIUXEA-UHFFFAOYSA-N,"InChI=1/C6H14N2O/c1-6(2,3)4(7)5(8)9/h4H,7H2,1-3H3,(H2,8,9)
",3-Methylvalinamide
49805-30-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103146-25-4,CASRN,DTXSID60908215,4-[4-(Dimethylamino)-1-(4-fluorophenyl)-1-hydroxybutyl]-3-(hydroxymethyl)benzonitrile,CN(C)CCCC(O)(C1=CC=C(F)C=C1)C1=C(CO)C=C(C=C1)C#N,103146-25-4,GNULRNVWXYXBQY-UHFFFAOYSA-N,"InChI=1/C20H23FN2O2/c1-23(2)11-3-10-20(25,17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24/h4-9,12,24-25H,3,10-11,14H2,1-2H3
",4-[4-(Dimethylamino)-1-(4-fluorophenyl)-1-hydroxybutyl]-3-(hydroxymethyl)benzonitrile
133220-30-1,CASRN,DTXSID1057957,Indanofan,CCC1(CC2(CO2)C2=CC(Cl)=CC=C2)C(=O)C2=CC=CC=C2C1=O,133220-30-1,PMAAYIYCDXGUAP-UHFFFAOYSA-N,"InChI=1/C20H17ClO3/c1-2-19(17(22)15-8-3-4-9-16(15)18(19)23)11-20(12-24-20)13-6-5-7-14(21)10-13/h3-10H,2,11-12H2,1H3
","2-{[2-(3-Chlorophenyl)oxiran-2-yl]methyl}-2-ethyl-1H-indene-1,3(2H)-dione"
36394-75-9,CASRN,DTXSID00454923,(S)-(-)-2-Acetoxypropionyl chloride,C[C@H](OC(C)=O)C(Cl)=O,36394-75-9,ALHZEIINTQJLOT-VKHMYHEASA-N,"InChI=1S/C5H7ClO3/c1-3(5(6)8)9-4(2)7/h3H,1-2H3/t3-/m0/s1
",(2S)-1-Chloro-1-oxopropan-2-yl acetate
194602-27-2,CASRN,DTXSID001334961,"(3S)-alpha,alpha-Diphenyl-3-pyrrolidineacetonitrile hydrobromide (1:1)",[Br-].N#CC([C@@H]1CC[NH2+]C1)(C1=CC=CC=C1)C1=CC=CC=C1,194602-27-2,LJVBBQWRRWKVJD-UNTBIKODSA-N,"InChI=1S/C18H18N2.BrH/c19-14-18(17-11-12-20-13-17,15-7-3-1-4-8-15)16-9-5-2-6-10-16;/h1-10,17,20H,11-13H2;1H/t17-;/m1./s1
",(3S)-3-[Cyano(diphenyl)methyl]pyrrolidin-1-ium bromide
79815-20-6,CASRN,DTXSID101036449,(S)-(-)-Indoline-2-carboxylic acid,OC(=O)[C@@H]1CC2=CC=CC=C2N1,79815-20-6,QNRXNRGSOJZINA-QMMMGPOBSA-N,"InChI=1S/C9H9NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-4,8,10H,5H2,(H,11,12)/t8-/m0/s1
",N/A
7331-52-4,CASRN,DTXSID60428483,(S)-3-Hydroxy-gamma-butyrolactone,O[C@@H]1COC(=O)C1,7331-52-4,FUDDLSHBRSNCBV-VKHMYHEASA-N,"InChI=1S/C4H6O3/c5-3-1-4(6)7-2-3/h3,5H,1-2H2/t3-/m0/s1
",(4S)-4-Hydroxyoxolan-2-one
128173-52-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76932-17-7,CASRN,DTXSID50436471,(2S)-2-(Acetylsulfanyl)-3-phenylpropanoic acid,CC(=O)S[C@@H](CC1=CC=CC=C1)C(O)=O,76932-17-7,UOVSNFYJYANSNI-JTQLQIEISA-N,"InChI=1S/C11H12O3S/c1-8(12)15-10(11(13)14)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,13,14)/t10-/m0/s1
",(2S)-2-(Acetylsulfanyl)-3-phenylpropanoic acid
115099-55-3,CASRN,DTXSID601337856,C.I. Reactive Yellow 178,N/A,115099-55-3,N/A,N/A,N/A
89797-01-3,CASRN,DTXSID001015260,"(Trisodium (2-((3-(6-(2-chloro-5-sulfonatoanilino)-4-(3-carboxypyridinio)-1,3,5-triazin-2-ylamino)-2-oxido-5-sulfonatophenylazo)phenylmethylazo)-4-sulfonatobenzoato)copper(3-)) hydroxide",[H+].[Na+].[Na+].[Na+].[Cu++].[O-]C(=O)C1=C[N+](=CC=C1)C1=NC(NC2=C(Cl)C=CC(=C2)S([O-])(=O)=O)=NC(NC2=C([O-])C(=CC(=C2)S([O-])(=O)=O)\N=N\C(\N=N\C2=CC(=CC=C2C([O-])=O)S([O-])(=O)=O)C2=CC=CC=C2)=N1,89797-01-3,ZZDNKCBVFABVCP-UHFFFAOYSA-J,"InChI=1/C35H25ClN10O14S3.Cu.3Na/c36-24-11-9-21(62(55,56)57)14-26(24)37-33-39-34(41-35(40-33)46-12-4-7-19(17-46)31(48)49)38-27-15-22(63(58,59)60)16-28(29(27)47)43-45-30(18-5-2-1-3-6-18)44-42-25-13-20(61(52,53)54)8-10-23(25)32(50)51;;;;/h1-17,30H,(H7-,37,38,39,40,41,42,43,44,45,47,48,49,50,51,52,53,54,55,56,57,58,59,60);;;;/q;+2;3*+1/p-4
",N/A
5912-86-7,CASRN,DTXSID901025644,cis-Isoeugenol,COC1=CC(\C=C/C)=CC=C1O,5912-86-7,BJIOGJUNALELMI-ARJAWSKDSA-N,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3-7,11H,1-2H3/b4-3-
",N/A
83918-57-4,Deleted CAS-RN,DTXSID3034662,Imazalil sulfate,OS(O)(=O)=O.ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,58594-72-2,XVTXMTOYQVRHSK-UHFFFAOYSA-N,"InChI=1/C14H14Cl2N2O.H2O4S/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16;1-5(2,3)4/h2-6,8,10,14H,1,7,9H2;(H2,1,2,3,4)
","Sulfuric acid--1-{2-(2,4-dichlorophenyl)-2-[(prop-2-en-1-yl)oxy]ethyl}-1H-imidazole (1/1)"
7705-14-8,Deleted CAS-RN,DTXSID2029612,Limonene,CC(=C)C1CCC(C)=CC1,138-86-3,XMGQYMWWDOXHJM-UHFFFAOYSA-N,"InChI=1/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3
",1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene
90274-24-1,CASRN,DTXSID1046471,Ractopamine hydrochloride,Cl.CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1,90274-24-1,JHGSLSLUFMZUMK-UHFFFAOYSA-N,"InChI=1/C18H23NO3.ClH/c1-13(2-3-14-4-8-16(20)9-5-14)19-12-18(22)15-6-10-17(21)11-7-15;/h4-11,13,18-22H,2-3,12H2,1H3;1H
",4-(1-Hydroxy-2-{[4-(4-hydroxyphenyl)butan-2-yl]amino}ethyl)phenol--hydrogen chloride (1/1)
99199-90-3,CASRN,DTXSID40470147,6-fluoro-2-(oxiran-2-yl)chroman,FC1=CC2=C(OC(CC2)C2CO2)C=C1,99199-90-3,GVZDIJGBXSDSEP-UHFFFAOYSA-N,"InChI=1S/C11H11FO2/c12-8-2-4-9-7(5-8)1-3-10(14-9)11-6-13-11/h2,4-5,10-11H,1,3,6H2
","6-Fluoro-2-(oxiran-2-yl)-3,4-dihydro-2H-1-benzopyran"
22288-41-1,CASRN,DTXSID90703336,"2,4,4-Trimethylpentan-2-yl 2,2-dimethylpropaneperoxoate",CC(C)(C)CC(C)(C)OOC(=O)C(C)(C)C,22288-41-1,MUOYRBYBTJDAOT-UHFFFAOYSA-N,"InChI=1S/C13H26O3/c1-11(2,3)9-13(7,8)16-15-10(14)12(4,5)6/h9H2,1-8H3
","2,4,4-Trimethylpentan-2-yl 2,2-dimethylpropaneperoxoate"
114772-40-6,CASRN,DTXSID50150847,tert-Butyl 4'-(bromomethyl)biphenyl-2-carboxylate,CC(C)(C)OC(=O)C1=CC=CC=C1C1=CC=C(CBr)C=C1,114772-40-6,YHXCWNQNVMAENQ-UHFFFAOYSA-N,"InChI=1S/C18H19BrO2/c1-18(2,3)21-17(20)16-7-5-4-6-15(16)14-10-8-13(12-19)9-11-14/h4-11H,12H2,1-3H3
","tert-Butyl 4'-(bromomethyl)[1,1'-biphenyl]-2-carboxylate"
68860-54-8,CASRN,DTXSID50988566,"2-Methylbutan-2-yl 3,5,5-trimethylhexaneperoxoate",CCC(C)(C)OOC(=O)CC(C)CC(C)(C)C,68860-54-8,NMSKTCFOZXKENS-UHFFFAOYSA-N,"InChI=1/C14H28O3/c1-8-14(6,7)17-16-12(15)9-11(2)10-13(3,4)5/h11H,8-10H2,1-7H3
","2-Methylbutan-2-yl 3,5,5-trimethylhexaneperoxoate"
826-62-0,CASRN,DTXSID0047456,"2-Norbornene-5,6-dicarboxylic anhydride",O=C1OC(=O)C2C3CC(C=C3)C12,826-62-0,KNDQHSIWLOJIGP-UHFFFAOYSA-N,"InChI=1/C9H8O3/c10-8-6-4-1-2-5(3-4)7(6)9(11)12-8/h1-2,4-7H,3H2
","3a,4,7,7a-Tetrahydro-4,7-methano-2-benzofuran-1,3-dione"
5333-84-6,CASRN,DTXSID6058710,"3a,4,7,7a-Tetrahydro-4-methyl-1,3-isobenzofurandione",CC1C=CCC2C1C(=O)OC2=O,5333-84-6,XPEKVUUBSDFMDR-UHFFFAOYSA-N,"InChI=1/C9H10O3/c1-5-3-2-4-6-7(5)9(11)12-8(6)10/h2-3,5-7H,4H2,1H3
","4-Methyl-3a,4,7,7a-tetrahydro-2-benzofuran-1,3-dione"
3425-89-6,CASRN,DTXSID6058714,"3a,4,7,7a-Tetrahydro-5-methyl-1,3-isobenzofurandione",CC1=CCC2C(C1)C(=O)OC2=O,3425-89-6,OEMSKMUAMXLNKL-UHFFFAOYSA-N,"InChI=1/C9H10O3/c1-5-2-3-6-7(4-5)9(11)12-8(6)10/h2,6-7H,3-4H2,1H3
","5-Methyl-3a,4,7,7a-tetrahydro-2-benzofuran-1,3-dione"
26590-20-5,CASRN,DTXSID5051941,"1,2,3,6-Tetrahydro-3-methylphthalic anhydride",N/A,26590-20-5,N/A,N/A,N/A
155522-09-1,CASRN,DTXSID901334932,"3,3′-[1,2-Ethanediylbis[imino(6-fluoro-1,3,5-triazine-4,2-diyl)imino(6-sulfo-3,1-phenylene)azo]]bis[4-amino-5-hydroxy-6-[(1-sulfo-2-naphthalenyl)azo]-2,7-naphthalenedisulfonic acid potassium sodium salt",N/A,155522-09-1,N/A,N/A,N/A
78-87-5,CASRN,DTXSID0020448,"1,2-Dichloropropane",CC(Cl)CCl,78-87-5,KNKRKFALVUDBJE-UHFFFAOYSA-N,"InChI=1/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3
","1,2-Dichloropropane"
68612-94-2,CASRN,DTXSID20579006,"2-Hydroxy-4-methyl-6-oxo-1-{3-[(propan-2-yl)oxy]propyl}-1,6-dihydropyridine-3-carbonitrile",CC(C)OCCCN1C(=O)C=C(C)C(C#N)=C1O,68612-94-2,PTPMVSMJQWEBHQ-UHFFFAOYSA-N,"InChI=1S/C13H18N2O3/c1-9(2)18-6-4-5-15-12(16)7-10(3)11(8-14)13(15)17/h7,9,17H,4-6H2,1-3H3
","2-Hydroxy-4-methyl-6-oxo-1-{3-[(propan-2-yl)oxy]propyl}-1,6-dihydropyridine-3-carbonitrile"
75-56-9,CASRN,DTXSID5021207,"(+/-)-1,2-Propylene oxide",CC1CO1,75-56-9,GOOHAUXETOMSMM-UHFFFAOYSA-N,"InChI=1/C3H6O/c1-3-2-4-3/h3H,2H2,1H3
",2-Methyloxirane
99-35-4,CASRN,DTXSID6021406,"1,3,5-Trinitrobenzene",[O-][N+](=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,99-35-4,UATJOMSPNYCXIX-UHFFFAOYSA-N,"InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H
","1,3,5-Trinitrobenzene"
59653-74-6,CASRN,DTXSID801020203,beta-Triglycidyl isocyanurate,O=C1N(C[C@@H]2CO2)C(=O)N(C[C@@H]2CO2)C(=O)N1C[C@@H]1CO1,59653-74-6,OUPZKGBUJRBPGC-IWSPIJDZSA-N,"InChI=1S/C12H15N3O6/c16-10-13(1-7-4-19-7)11(17)15(3-9-6-21-9)12(18)14(10)2-8-5-20-8/h7-9H,1-6H2/t7-,8-,9-/m1/s1
","1,3,5-Tris{[(2R)-oxiran-2-yl]methyl}-1,3,5-triazinane-2,4,6-trione"
17557-23-2,CASRN,DTXSID8025707,Neopentyl glycol diglycidyl ether,CC(C)(COCC1CO1)COCC1CO1,17557-23-2,KUAUJXBLDYVELT-UHFFFAOYSA-N,"InChI=1/C11H20O4/c1-11(2,7-12-3-9-5-14-9)8-13-4-10-6-15-10/h9-10H,3-8H2,1-2H3
","2,2'-[(2,2-Dimethylpropane-1,3-diyl)bis(oxymethylene)]bis(oxirane)"
93629-90-4,CASRN,DTXSID90546700,"N,N'-(Propane-1,3-diyl)bis[2-(ethenesulfonyl)acetamide]",C=CS(=O)(=O)CC(=O)NCCCNC(=O)CS(=O)(=O)C=C,93629-90-4,BQRSKHITKXPIQX-UHFFFAOYSA-N,"InChI=1S/C11H18N2O6S2/c1-3-20(16,17)8-10(14)12-6-5-7-13-11(15)9-21(18,19)4-2/h3-4H,1-2,5-9H2,(H,12,14)(H,13,15)
","N,N'-(Propane-1,3-diyl)bis[2-(ethenesulfonyl)acetamide]"
149850-29-3,CASRN,DTXSID401334901,"4,4′-[1,3-Propanediylbis[imino(6-fluoro-1,3,5-triazine-4,2-diyl)imino]]bis[6-[[5-(aminocarbonyl)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl]azo]-1,3-benzenedisulfonic acid lithium sodium salt",N/A,149850-29-3,N/A,N/A,N/A
89415-87-2,CASRN,DTXSID4035839,"1,3-Dichloro-5-ethyl-5-methylhydantoin",CCC1(C)N(Cl)C(=O)N(Cl)C1=O,89415-87-2,OFTZZDZZNXTWFO-UHFFFAOYSA-N,"InChI=1/C6H8Cl2N2O2/c1-3-6(2)4(11)9(7)5(12)10(6)8/h3H2,1-2H3
","1,3-Dichloro-5-ethyl-5-methylimidazolidine-2,4-dione"
542-75-6,CASRN,DTXSID1022057,"1,3-Dichloropropene",ClCC=CCl,542-75-6,UOORRWUZONOOLO-UHFFFAOYSA-N,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2
","1,3-Dichloroprop-1-ene"
99-65-0,CASRN,DTXSID9024065,"1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,99-65-0,WDCYWAQPCXBPJA-UHFFFAOYSA-N,"InChI=1S/C6H4N2O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H
","1,3-Dinitrobenzene"
2475-45-8,CASRN,DTXSID7020188,C.I. Disperse Blue 1,NC1=CC=C(N)C2=C1C(=O)C1=C(N)C=CC(N)=C1C2=O,2475-45-8,JSFUMBWFPQSADC-UHFFFAOYSA-N,"InChI=1S/C14H12N4O2/c15-5-1-2-6(16)10-9(5)13(19)11-7(17)3-4-8(18)12(11)14(10)20/h1-4H,15-18H2
","1,4,5,8-Tetraaminoanthracene-9,10-dione"
52667-88-6,CASRN,DTXSID70384364,"1,4,7,10-tetra-p-tosyl-1,4,7,10-tetraazacyclododecane",CC1=CC=C(C=C1)S(=O)(=O)N1CCN(CCN(CCN(CC1)S(=O)(=O)C1=CC=C(C)C=C1)S(=O)(=O)C1=CC=C(C)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,52667-88-6,SKTWVKMQYXXWNY-UHFFFAOYSA-N,"InChI=1S/C36H44N4O8S4/c1-29-5-13-33(14-6-29)49(41,42)37-21-23-38(50(43,44)34-15-7-30(2)8-16-34)25-27-40(52(47,48)36-19-11-32(4)12-20-36)28-26-39(24-22-37)51(45,46)35-17-9-31(3)10-18-35/h5-20H,21-28H2,1-4H3
","1,4,7,10-Tetrakis(4-methylbenzene-1-sulfonyl)-1,4,7,10-tetraazacyclododecane"
1897-41-2,CASRN,DTXSID30172385,"p-Phthalodinitrile, tetrachloro-",ClC1=C(Cl)C(C#N)=C(Cl)C(Cl)=C1C#N,1897-41-2,TXRVDQMSXQKAPG-UHFFFAOYSA-N,"InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)4(2-14)7(5)11
","2,3,5,6-Tetrachlorobenzene-1,4-dicarbonitrile"
771478-66-1,CASRN,DTXSID101119938,"16-Methyl-N-[3-[(1-methylpentylidene)amino]propyl]-10-oxo-2,9,11,15-tetraazaeicos-15-enamide",CCCCC(C)=NCCCNC(=O)NCCCCCCNC(=O)NCCCN=C(C)CCCC,771478-66-1,UTSLNPXBYAWVHZ-UHFFFAOYSA-N,"InChI=1S/C26H52N6O2/c1-5-7-15-23(3)27-19-13-21-31-25(33)29-17-11-9-10-12-18-30-26(34)32-22-14-20-28-24(4)16-8-6-2/h5-22H2,1-4H3,(H2,29,31,33)(H2,30,32,34)
","N,N'-Hexane-1,6-diylbis(N'-{3-[(hexan-2-ylidene)amino]propyl}urea)"
51178-75-7,CASRN,DTXSID40889755,Monosodium 5-sulfoisophthalic acid hexamethylenediamine salt (1:1:1),[Na+].NCCCCCCN.OC(=O)C1=CC(=CC(=C1)S(O)(=O)=O)C([O-])=O,51178-75-7,URULHBSSDRCVQG-UHFFFAOYSA-M,"InChI=1S/C8H6O7S.C6H16N2.Na/c9-7(10)4-1-5(8(11)12)3-6(2-4)16(13,14)15;7-5-3-1-2-4-6-8;/h1-3H,(H,9,10)(H,11,12)(H,13,14,15);1-8H2;/q;;+1/p-1
","Sodium 3-carboxy-5-sulfobenzoate--hexane-1,6-diamine (1/1/1)"
